paperID,ID,title,abstract,confjorID,confjorTitle
p15964,,,,j7217,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science"
p15965,,,,j3653,Journal of Materials Chemistry A
p15966,,,,j3796,Tunnelling and Underground Space Technology
p15967,,,,j2820,Chinese Journal of Mechanical Engineering (English Edition)
p15968,,,,j15407,Chinese Medical Journal
p15969,,,,j7953,Nano Research
p15970,,,,j8382,IEEE Internet of Things Journal
p15971,,,,j6195,International Journal of Production Economics
p15972,,,,j19398,Friction
p15973,,,,j14609,Financial Innovation
p15974,,,,j19131,Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering
p15975,,,,j12172,Lecture Notes in Electrical Engineering
p15976,,,,j9469,IEEE Transactions on Power Delivery
p15977,,,,c87,IEEE Transactions on Power Delivery
p15978,,,,j14321,Coatings
p15979,,,,j7435,Monthly Notices of the Royal Astronomical Society
p15980,,,,j218,Magnetic Resonance in Medicine
p15981,,,,j6304,Science China Materials
p15982,,,,j3903,Astrodynamics
p15983,,,,j18599,Landslides
p15984,,,,j6642,Transport Policy
p15985,,,,j15083,"18th CCF Conference on Computer Supported Cooperative Work and Social Computing, ChineseCSCW 2023"
p15986,,,,j7297,Mathematics
p15987,,,,j6620,Gongneng Cailiao/Journal of Functional Materials
p15988,,,,j9637,International Journal of Heat and Mass Transfer
p15989,,,,j13108,Engineering with Computers
p15990,,,,j2178,Journal of Agro-Environment Science
p15991,,,,j7598,Science China Information Sciences
p15992,,,,j11415,Advanced Electronic Materials
p15993,,,,j15986,IEEE Transactions on Vehicular Technology
p15994,,,,j13640,"Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture, MICRO 2023"
p15995,,,,j9408,Jianzhu Jiegou Xuebao/Journal of Building Structures
p15996,,,,j12408,IEEE Systems Journal
p15997,,,,j18278,Water (Switzerland)
p15998,,,,j10708,Automatica
p15999,,,,j10625,Food Science and Human Wellness
p16000,,,,j9381,Hydrobiologia
p16001,,,,j2257,Nano Research
p16002,,,,j60,Mathematische Annalen
p16003,,,,j18535,Journal of the American Ceramic Society
p16004,,,,j6077,Jisuanji Xuebao/Chinese Journal of Computers
p16005,,,,j19623,Smart Materials and Structures
p16006,,,,j11277,Tsinghua Science and Technology
p16007,,,,j10491,Advances in Mathematics
p16008,,,,j8,High Voltage
p16009,,,,j7168,Energy Economics
p16010,,,,j12207,IEEE Transactions on Intelligent Vehicles
p16011,,,,j18390,Journal of Development Economics
p16012,,,,j6721,Nano Research
p16013,,,,j11549,Energy Conversion and Management
p16014,,,,j478,Chemical Physics Letters
p16015,,,,j4249,Big Data Mining and Analytics
p16016,,,,j13259,Journal of Cleaner Production
p16017,,,,j5817,Tsinghua Science and Technology
p16018,,,,j19271,Small
p16019,,,,j6468,Water (Switzerland)
p16020,,,,j5959,Nano Energy
p16021,,,,j13765,Earth and Planetary Science Letters
p16022,,,,j13487,Asian Survey
p16023,,,,j18400,Cerebral Cortex
p16024,,,,j6447,IEEE Transactions on Applied Superconductivity
p16025,,,,j8140,Systems
p16026,,,,j5797,Applied Physics Letters
p16027,,,,j11294,ACS ES and T Water
p16028,,,,j17265,Gongcheng Lixue/Engineering Mechanics
p16029,,,,j6157,SIGIR 2023 - Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval
p16030,,,,j12769,Food Science and Human Wellness
p16031,,,,j12628,"Chaos, Solitons and Fractals"
p16032,,,,j6460,Science China Mathematics
p16033,,,,j15863,"Emerging Technology-Based Services and Systems in Libraries, Educational Institutions, and Non-Profit Organizations"
p16034,,,,j7542,ACM Transactions on Information Systems
p16035,,,,j13357,Intelligent and Converged Networks
p16036,,,,j12145,Nature Communications
p16037,,,,j7556,Physical Chemistry Chemical Physics
p16038,,,,j885,Structures
p16039,,,,j11264,IEEE Transactions on Instrumentation and Measurement
p16040,,,,j7921,Tsinghua Science and Technology
p16041,,,,j11891,"International Journal of Oil, Gas and Coal Technology"
p16042,,,,j14036,Chemical Engineering Research and Design
p16043,,,,j3255,Automatica
p16044,,,,j10320,Friction
p16045,,,,j14816,Coatings
p16046,,,,j15039,Global Change Biology
p16047,,,,j14895,EMBO Journal
p16048,,,,j4521,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
p16049,,,,j1952,Scientific Data
p16050,,,,j1506,Asian Journal of Control
p16051,,,,j11074,Nano Research
p16052,,,,j15138,Advances in Transdisciplinary Engineering
p16053,,,,j7229,Astrophysical Journal
p16054,,,,j10293,Journal of Lightwave Technology
p16055,,,,j13369,Cell Reports
p16056,,,,j15087,Nature Communications
p16057,,,,j1435,Structures
p16058,,,,j8119,IEEE Transactions on Wireless Communications
p16059,,,,j12363,Molecules
p16060,,,,j1927,Journal of High Energy Physics
p16061,,,,j14704,IEEE Intelligent Transportation Systems Magazine
p16062,,,,j19095,Journal of Environmental Sciences (China)
p16063,,,,j8567,Chem Catalysis
p16064,,,,j1483,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
p16065,,,,j18799,Applied Energy
p16066,,,,j9398,SIGCOMM 2023 - Proceedings of the ACM SIGCOMM 2023 Conference
p16067,,,,j6426,InfoMat
p16068,,,,j17666,Acta Materialia
p16069,,,,j19545,IEEE Transactions on Sustainable Energy
p16070,,,,j1803,Journal of Building Engineering
p16071,,,,j12600,Journal of Affective Disorders
p16072,,,,j12171,Optics Express
p16073,,,,j15503,Proceedings of the Royal Society of Edinburgh Section A: Mathematics
p16074,,,,j18064,Applied Energy
p16075,,,,j13029,iScience
p16076,,,,j4590,Acta Astronautica
p16077,,,,j14182,Aerospace
p16078,,,,j17889,Ocean Engineering
p16079,,,,j12410,Knowledge and Information Systems
p16080,,,,j2626,Technological Forecasting and Social Change
p16081,,,,j1883,Journal of Constructional Steel Research
p16082,,,,j7134,ACS Applied Materials and Interfaces
p16083,,,,c9,IEEE Antennas and Wireless Propagation Letters
p16084,,,,j15313,Pacific Basin Finance Journal
p16085,,,,j1912,Advanced Materials
p16086,,,,j577,SIGCOMM 2023 - Proceedings of the ACM SIGCOMM 2023 Conference
p16087,,,,c166,Energy Storage Materials
p16088,,,,j670,Nano Research
p16089,,,,j6585,IEEE Transactions on Visualization and Computer Graphics
p16090,,,,j11966,Journal of King Saud University - Computer and Information Sciences
p16091,,,,j11948,Carbon
p16092,,,,j3610,Talanta
p16093,,,,j12306,Journal of Power Sources
p16094,,,,j6213,Sustainability (Switzerland)
p16095,,,,j6342,Automation in Construction
p16096,,,,j178,Advanced Therapeutics
p16097,,,,j8297,Dianwang Jishu/Power System Technology
p16098,,,,j2529,Macromolecules
p16099,,,,j7688,Angewandte Chemie - International Edition
p16100,,,,j15016,Ocean Modelling
p16101,,,,j13346,Earthquake Spectra
p16102,,,,j12757,ACS Applied Nano Materials
p16103,,,,j12356,Water Research
p16104,,,,j1872,Sensors
p16105,,,,j2277,Gongcheng Kexue Xuebao/Chinese Journal of Engineering
p16106,,,,j18584,Qiche Gongcheng/Automotive Engineering
p16107,,,,j9345,Current Psychology
p16108,,,,j18422,Journal of Foot and Ankle Surgery
p16109,,,,j11637,Big Data Mining and Analytics
p16110,,,,j1228,Food and Chemical Toxicology
p16111,,,,j4952,Lecture Notes in Electrical Engineering
p16112,,,,j14420,Journal of Materials Research and Technology
p16113,,,,j1606,IEEE Transactions on Knowledge and Data Engineering
p16114,,,,j13575,IEEE Transactions on Industrial Electronics
p16115,,,,j8803,Mathematics
p16116,,,,j9079,Tribology International
p16117,,,,j18678,Journal of Mathematical Sciences (United States)
p16118,,,,j3253,Journal of Environmental Sciences (China)
p16119,,,,j7724,European Journal of Medical Research
p16120,,,,j14318,Chinese Journal of Contemporary Neurology and Neurosurgery
p16121,,,,j6573,Chinese Journal of Chemistry
p16122,,,,j12122,Science China Technological Sciences
p16123,,,,j3148,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment"
p16124,,,,j19847,E3S Web of Conferences
p16125,,,,j9282,SAE International Journal of Connected and Automated Vehicles
p16126,,,,j11697,Astrophysical Journal
p16127,,,,j19982,Chinese Management Studies
p16128,,,,j14808,Transportation Research Part C: Emerging Technologies
p16129,,,,j12790,Nature Communications
p16130,,,,j17388,Materials Today
p16131,,,,j5246,Journal of Rock Mechanics and Geotechnical Engineering
p16132,,,,j9550,Structural Safety
p16133,,,,j15944,Aerospace
p16134,,,,j15514,Current Opinion in Structural Biology
p16135,,,,j6801,Natural Hazards
p16136,,,,j6907,Gongcheng Lixue/Engineering Mechanics
p16137,,,,j18847,Mathematical Methods in the Applied Sciences
p16138,,,,j2221,Materials
p16139,,,,j83,Physical Review D
p16140,,,,j3956,Earthquake Engineering and Structural Dynamics
p16141,,,,j13089,Human Resources for Health
p16142,,,,j219,Advanced Materials
p16143,,,,j7260,Zhendong Gongcheng Xuebao/Journal of Vibration Engineering
p16144,,,,j9442,Journal of Magnetism and Magnetic Materials
p16145,,,,j14116,International Journal of Hydrogen Energy
p16146,,,,j5590,ICT Express
p16147,,,,j9457,Gongcheng Lixue/Engineering Mechanics
p16148,,,,j6668,Chemical Engineering Journal
p16149,,,,j9409,MM 2023 - Proceedings of the 31st ACM International Conference on Multimedia
p16150,,,,j16496,Nature Communications
p16151,,,,j7502,Water Research
p16152,,,,j14062,Chemical Engineering Journal
p16153,,,,j13925,AIP Advances
p16154,,,,j1514,Advanced Energy Materials
p16155,,,,j1873,Confronting Security and Privacy Challenges in Digital Marketing
p16156,,,,j15291,British Journal of Clinical Pharmacology
p16157,,,,j6373,Kung Cheng Je Wu Li Hsueh Pao/Journal of Engineering Thermophysics
p16158,,,,j11221,Renewable Energy
p16159,,,,j11433,Solar Energy
p16160,,,,j4157,IEEE Internet of Things Journal
p16161,,,,j18816,Expert Systems with Applications
p16162,,,,j9884,IEEE Transactions on Engineering Management
p16163,,,,j2742,Nature Communications
p16164,,,,j2047,Science of the Total Environment
p16165,,,,j5866,AIP Conference Proceedings
p16166,,,,j1700,Journal of Experimental Botany
p16167,,,,j18104,Small
p16168,,,,j19991,Acta Psychologica
p16169,,,,j19975,Jixie Gongcheng Xuebao/Journal of Mechanical Engineering
p16170,,,,j299,Journal of Medical Ethics
p16171,,,,j14539,Earthquake Engineering and Structural Dynamics
p16172,,,,j6769,Astrophysical Journal
p16173,,,,j15653,IEEE Robotics and Automation Letters
p16174,,,,j5083,Food Science and Human Wellness
p16175,,,,j13400,Acta Metallurgica Sinica (English Letters)
p16176,,,,j534,Nano Research
p16177,,,,j5780,Journal of Physics D: Applied Physics
p16178,,,,j18465,Biochar
p16179,,,,j6024,IEEE Transactions on Pattern Analysis and Machine Intelligence
p16180,,,,j13624,Bioresource Technology
p16181,,,,j6069,Advances in Transdisciplinary Engineering
p16182,,,,j15866,Production and Operations Management
p16183,,,,j1527,Computational Design and Robotic Fabrication
p16184,,,,j7719,Physical Review D
p16185,,,,j18028,Proceedings of the National Academy of Sciences of the United States of America
p16186,,,,j28,Chinese Journal of Population Resources and Environment
p16187,,,,j2562,Materials Horizons
p16188,,,,j15629,Nano Research
p16189,,,,j2846,Robotics and Computer-Integrated Manufacturing
p16190,,,,j6353,Life Metabolism
p16191,,,,j11494,Science of the Total Environment
p16192,,,,j15219,IEEE Transactions on Pattern Analysis and Machine Intelligence
p16193,,,,j11399,Concurrency and Computation: Practice and Experience
p16194,,,,j18962,Separation and Purification Technology
p16195,,,,j12119,Nano Research
p16196,,,,j4963,Optics and Laser Technology
p16197,,,,j7164,Buildings
p16198,,,,j2610,Nature
p16199,,,,j5581,Combustion and Flame
p16200,,,,j8075,Journal of Visual Communication and Image Representation
p16201,,,,j9730,Advanced Materials
p16202,,,,j10288,New Phytologist
p16203,,,,j11990,Huanan Ligong Daxue Xuebao/Journal of South China University of Technology (Natural Science)
p16204,,,,j4345,Journal of Surgical Research
p16205,,,,j4406,"Chaos, Solitons and Fractals"
p16206,,,,j5889,Nanotechnology
p16207,,,,j1897,Journal of the Korean Ceramic Society
p16208,,,,j12617,IEEE Transactions on Intelligent Vehicles
p16209,,,,j1301,IEEE Internet of Things Journal
p16210,,,,j2990,Renewable Energy
p16211,,,,j320,Astronomical Journal
p16212,,,,j17818,Nature Cell Biology
p16213,,,,j15956,Journal of Medical Systems
p16214,,,,j6522,Dianji yu Kongzhi Xuebao/Electric Machines and Control
p16215,,,,j6040,Ranshao Kexue Yu Jishu/Journal of Combustion Science and Technology
p16216,,,,j4514,Neurocomputing
p16217,,,,j7173,Applied Physics A: Materials Science and Processing
p16218,,,,j13347,Computing
p16219,,,,j13844,UIST 2023 - Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology
p16220,,,,j12636,Geophysical Research Letters
p16221,,,,j6867,Construction and Building Materials
p16222,,,,j2243,Environmental Science and Technology Letters
p16223,,,,j3551,Journal of High Energy Physics
p16224,,,,j11570,IEEE Transactions on Intelligent Transportation Systems
p16225,,,,j9582,Quality Technology and Quantitative Management
p16226,,,,j5464,Separation and Purification Technology
p16227,,,,j10479,Structures
p16228,,,,j3891,Lecture Notes in Mechanical Engineering
p16229,,,,j9263,International Journal of Electrical Power and Energy Systems
p16230,,,,j4988,Nature Communications
p16231,,,,j11537,UIST 2023 Adjunct - Adjunct Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology
p16232,,,,j3210,Applied Ocean Research
p16233,,,,j508,Cell Discovery
p16234,,,,j17854,IEEE Communications Magazine
p16235,,,,j6402,IEEE Transactions on Industrial Electronics
p16236,,,,j9815,Nature
p16237,,,,j1049,Journal of High Energy Physics
p16238,,,,j9486,IEEE Transactions on Dielectrics and Electrical Insulation
p16239,,,,j13317,Journal of Nephrology
p16240,,,,j7930,Materials Today Nano
p16241,,,,j6693,Energies
p16242,,,,j5027,IEEE Transactions on Circuits and Systems for Video Technology
p16243,,,,j3741,IFAC-PapersOnLine
p16244,,,,j1778,International Journal of Modern Physics C
p16245,,,,j17244,Expert Systems with Applications
p16246,,,,j12483,Nuclear Engineering and Technology
p16247,,,,j542,Financial Innovation
p16248,,,,j854,Advanced Science
p16249,,,,j8339,Science Bulletin
p16250,,,,j5880,Ceramics International
p16251,,,,j16003,Small Methods
p16252,,,,j18199,IAES International Journal of Artificial Intelligence
p16253,,,,j4873,Engineering Structures
p16254,,,,j6413,Indoor and Built Environment
p16255,,,,j7869,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering"
p16256,,,,j14604,Ophthalmology Science
p16257,,,,c136,Water Resources Research
p16258,,,,j17995,Measurement Science and Technology
p16259,,,,j9367,IEEE Robotics and Automation Letters
p16260,,,,j4131,Journal of the American Chemical Society
p16261,,,,j1318,UbiComp/ISWC 2023 Adjunct - Adjunct Proceedings of the 2023 ACM International Joint Conference on Pervasive and Ubiquitous Computing and the 2023 ACM International Symposium on Wearable Computing
p16262,,,,j7537,Inflammation
p16263,,,,j14983,Physical Review B
p16264,,,,j10623,Nanoscale Horizons
p16265,,,,j6420,IEEE Transactions on Intelligent Vehicles
p16266,,,,j16683,Information (Switzerland)
p16267,,,,j19479,Buildings
p16268,,,,j14445,Nano Research
p16269,,,,j6970,Journal of Cleaner Production
p16270,,,,j8504,Journal of Regional Science
p16271,,,,j2496,Polymer Engineering and Science
p16272,,,,j18978,Journal of Instrumentation
p16273,,,,j13528,Materials Today Communications
p16274,,,,j19171,Nano Research
p16275,,,,j10111,Shuili Fadian Xuebao/Journal of Hydroelectric Engineering
p16276,,,,j11821,Yuhang Xuebao/Journal of Astronautics
p16277,,,,j11192,Asian Journal of Surgery
p16278,,,,j496,Sensors and Actuators B: Chemical
p16279,,,,j17914,Ultrasonics Sonochemistry
p16280,,,,j19434,Information Systems Journal
p16281,,,,j11794,Nature Communications
p16282,,,,j2748,Physical Review Letters
p16283,,,,j15635,Physical Review Letters
p16284,,,,j18103,Applied Energy
p16285,,,,j1886,"31st Annual European Symposium on Algorithms, ESA 2023"
p16286,,,,j15785,Optics and Lasers in Engineering
p16287,,,,j16544,Journal of Marine Science and Engineering
p16288,,,,j549,Acta Geotechnica
p16289,,,,j17557,Energy Conversion and Management
p16290,,,,j1867,Zhendong yu Chongji/Journal of Vibration and Shock
p16291,,,,j15264,Journal of Image and Graphics
p16292,,,,j6320,IEEE Transactions on Power Systems
p16293,,,,j9954,Fuel
p16294,,,,j314,European Journal of Radiology
p16295,,,,j6845,Chinese Journal of Digestive Surgery
p16296,,,,j10535,Journal of Intelligent and Connected Vehicles
p16297,,,,j17418,Construction and Building Materials
p16298,,,,j14259,Intelligent Decision Technologies
p16299,,,,j777,Zhejiang Electric Power
p16300,,,,j16335,Journal of Environmental Management
p16301,,,,j589,Jianzhu Jiegou Xuebao/Journal of Building Structures
