authorID,conferenceID,chairID
a64488,c189,chair64
a89115,c189,chair64
a62264,c189,chair64
a77320,c189,chair64
a46508,c162,chair65
a2141,c162,chair65
a36262,c162,chair65
a1097,c162,chair65
a73707,c162,chair65
a101921,c162,chair65
a35358,c162,chair65
a64775,c162,chair65
a84650,c162,chair65
a68974,c162,chair65
a42436,c164,chair66
a53302,c164,chair66
a10527,c164,chair66
a29344,c164,chair66
a16166,c164,chair66
a78262,c164,chair66
a104372,c164,chair66
a91376,c164,chair66
a85932,c164,chair66
a33249,c164,chair66
a8956,c88,chair67
a93594,c88,chair67
a38965,c88,chair67
a14174,c88,chair67
a450,c88,chair67
a67553,c88,chair67
a35353,c88,chair67
a97726,c88,chair67
a36240,c88,chair67
a75071,c88,chair67
a58669,c59,chair68
a67962,c59,chair68
a19487,c59,chair68
a88483,c59,chair68
a5386,c59,chair68
a50910,c59,chair68
a78981,c59,chair68
a10145,c59,chair68
a8808,c59,chair68
a9391,c59,chair68
a74943,c132,chair69
a43920,c132,chair69
a46327,c132,chair69
a53220,c132,chair69
a33003,c132,chair69
a66183,c132,chair69
a64677,c132,chair69
a52089,c132,chair69
a41766,c132,chair69
a3257,c132,chair69
a52737,c210,chair70
a62194,c210,chair70
a34274,c210,chair70
a32866,c210,chair70
a10636,c210,chair70
a17998,c210,chair70
a98388,c210,chair70
a101936,c210,chair70
a67039,c210,chair70
a32424,c210,chair70
a47009,c185,chair71
a58696,c185,chair71
a60396,c185,chair71
a76742,c185,chair71
a88756,c185,chair71
a31627,c185,chair71
a77033,c185,chair71
a20419,c185,chair71
a5042,c185,chair71
a104,c185,chair71
a33265,c116,chair72
a90668,c116,chair72
a65394,c116,chair72
a57370,c116,chair72
a20681,c116,chair72
a69999,c116,chair72
a92858,c116,chair72
a28051,c116,chair72
a34085,c116,chair72
a87885,c116,chair72
a30648,c14,chair73
a2321,c14,chair73
a96785,c14,chair73
a28990,c14,chair73
a2044,c14,chair73
a35750,c14,chair73
a17934,c14,chair73
a88655,c14,chair73
a95705,c14,chair73
a104899,c14,chair73
a18213,c148,chair74
a75882,c148,chair74
a10369,c148,chair74
a75332,c148,chair74
a50369,c148,chair74
a75907,c148,chair74
a40535,c148,chair74
a101315,c148,chair74
a96607,c148,chair74
a85221,c148,chair74
a42601,c21,chair75
a8243,c21,chair75
a58571,c21,chair75
a92485,c21,chair75
a95360,c21,chair75
a95613,c21,chair75
a51847,c21,chair75
a160,c21,chair75
a9330,c21,chair75
a14303,c21,chair75
a13159,c56,chair76
a41840,c56,chair76
a6437,c56,chair76
a45660,c56,chair76
a15506,c56,chair76
a7454,c56,chair76
a101434,c56,chair76
a44698,c56,chair76
a39650,c56,chair76
a1851,c56,chair76
a58656,c198,chair77
a15334,c198,chair77
a20184,c198,chair77
a556,c198,chair77
a11647,c198,chair77
a16073,c198,chair77
a40380,c198,chair77
a35778,c198,chair77
a12127,c198,chair77
a19278,c198,chair77
a36335,c55,chair78
a19832,c55,chair78
a53204,c55,chair78
a99083,c55,chair78
a56391,c55,chair78
a95806,c55,chair78
a16162,c55,chair78
a7384,c55,chair78
a68544,c55,chair78
a20784,c55,chair78
a14921,c99,chair79
a29679,c99,chair79
a1834,c99,chair79
a42404,c99,chair79
a69522,c99,chair79
a72992,c99,chair79
a94072,c99,chair79
a71623,c99,chair79
a58424,c99,chair79
a94234,c99,chair79
a4893,c53,chair80
a69841,c53,chair80
a47288,c53,chair80
a74542,c53,chair80
a92030,c53,chair80
a31205,c53,chair80
a60224,c53,chair80
a27840,c53,chair80
a43961,c53,chair80
a95333,c53,chair80
a23875,c119,chair81
a37047,c119,chair81
a42705,c119,chair81
a68391,c119,chair81
a34056,c119,chair81
a83267,c119,chair81
a48539,c119,chair81
a30972,c119,chair81
a57639,c119,chair81
a80991,c119,chair81
a57570,c163,chair82
a77560,c163,chair82
a62454,c163,chair82
a64302,c163,chair82
a80079,c163,chair82
a24047,c163,chair82
a80217,c163,chair82
a18399,c163,chair82
a50318,c163,chair82
a25849,c163,chair82
a36034,c90,chair83
a68859,c90,chair83
a97203,c90,chair83
a2284,c90,chair83
a76732,c90,chair83
a43366,c90,chair83
a105342,c90,chair83
a8874,c90,chair83
a57054,c90,chair83
a2722,c90,chair83
a88874,c168,chair84
a96310,c168,chair84
a82340,c168,chair84
a27329,c168,chair84
a86719,c168,chair84
a26944,c168,chair84
a39179,c168,chair84
a4240,c168,chair84
a6061,c168,chair84
a58567,c168,chair84
a104248,c42,chair85
a55185,c42,chair85
a76751,c42,chair85
a58782,c42,chair85
a19904,c42,chair85
a54382,c42,chair85
a72858,c42,chair85
a21868,c42,chair85
a30940,c42,chair85
a97216,c42,chair85
a68406,c17,chair86
a84882,c17,chair86
a40215,c17,chair86
a91902,c17,chair86
a80864,c17,chair86
a49728,c17,chair86
a2399,c17,chair86
a49106,c17,chair86
a64769,c17,chair86
a88092,c17,chair86
a84330,c5,chair87
a67101,c5,chair87
a76866,c5,chair87
a7975,c5,chair87
a42505,c5,chair87
a55136,c5,chair87
a32698,c5,chair87
a100715,c5,chair87
a29651,c5,chair87
a41471,c5,chair87
a29302,c171,chair88
a43119,c171,chair88
a71967,c171,chair88
a772,c171,chair88
a85176,c171,chair88
a99525,c171,chair88
a63995,c171,chair88
a69323,c171,chair88
a5056,c171,chair88
a84763,c171,chair88
a4882,c102,chair89
a74609,c102,chair89
a40616,c102,chair89
a46088,c102,chair89
a72066,c102,chair89
a54390,c102,chair89
a39898,c102,chair89
a89426,c102,chair89
a21099,c102,chair89
a45605,c102,chair89
a31730,c48,chair90
a771,c48,chair90
a84455,c48,chair90
a30912,c48,chair90
a49161,c48,chair90
a77898,c48,chair90
a31184,c48,chair90
a77002,c48,chair90
a20438,c48,chair90
a48736,c48,chair90
a16125,c186,chair91
a96927,c186,chair91
a100471,c186,chair91
a61840,c186,chair91
a27325,c186,chair91
a39626,c186,chair91
a62458,c186,chair91
a67746,c186,chair91
a21922,c186,chair91
a55907,c186,chair91
a72319,c66,chair92
a31633,c66,chair92
a102111,c66,chair92
a56767,c66,chair92
a16782,c66,chair92
a104697,c66,chair92
a82781,c66,chair92
a54035,c66,chair92
a35688,c66,chair92
a75906,c66,chair92
a96695,c70,chair93
a33232,c70,chair93
a76806,c70,chair93
a50407,c70,chair93
a28193,c70,chair93
a36333,c70,chair93
a37229,c70,chair93
a6474,c70,chair93
a104759,c70,chair93
a88361,c70,chair93
a50894,c224,chair94
a20052,c224,chair94
a10395,c224,chair94
a18488,c224,chair94
a53598,c224,chair94
a59363,c224,chair94
a69048,c224,chair94
a78963,c224,chair94
a98383,c224,chair94
a43621,c224,chair94
a40911,c127,chair95
a39711,c127,chair95
a9316,c127,chair95
a99919,c127,chair95
a20728,c127,chair95
a68107,c127,chair95
a17089,c127,chair95
a40569,c127,chair95
a10682,c127,chair95
a57936,c127,chair95
a47840,c120,chair96
a105162,c120,chair96
a86577,c120,chair96
a36293,c120,chair96
a8530,c120,chair96
a29310,c120,chair96
a8426,c120,chair96
a33703,c120,chair96
a71644,c120,chair96
a22370,c120,chair96
a105231,c54,chair97
a22845,c54,chair97
a45398,c54,chair97
a62373,c54,chair97
a43546,c54,chair97
a102384,c54,chair97
a50019,c54,chair97
a5018,c54,chair97
a10689,c54,chair97
a90247,c54,chair97
a91197,c118,chair98
a32201,c118,chair98
a78668,c118,chair98
a60570,c118,chair98
a31749,c118,chair98
a4224,c118,chair98
a3644,c118,chair98
a76598,c118,chair98
a14528,c118,chair98
a51811,c118,chair98
a49653,c98,chair99
a39487,c98,chair99
a44005,c98,chair99
a67578,c98,chair99
a58661,c98,chair99
a88008,c98,chair99
a50025,c98,chair99
a92962,c98,chair99
a29020,c98,chair99
a68884,c98,chair99
a104027,c122,chair100
a15878,c122,chair100
a9935,c122,chair100
a31381,c122,chair100
a29744,c122,chair100
a77522,c122,chair100
a88363,c122,chair100
a56645,c122,chair100
a100021,c122,chair100
a9075,c122,chair100
a51590,c201,chair101
a68370,c201,chair101
a27997,c201,chair101
a105185,c201,chair101
a29883,c201,chair101
a8850,c201,chair101
a92600,c201,chair101
a44860,c201,chair101
a87966,c201,chair101
a85273,c201,chair101
a86470,c97,chair102
a24980,c97,chair102
a47132,c97,chair102
a97113,c97,chair102
a65113,c97,chair102
a70676,c97,chair102
a3550,c97,chair102
a81825,c97,chair102
a104094,c97,chair102
a37065,c97,chair102
a68145,c188,chair103
a20024,c188,chair103
a96482,c188,chair103
a104501,c188,chair103
a84767,c188,chair103
a17251,c188,chair103
a104530,c188,chair103
a33947,c188,chair103
a104721,c188,chair103
a37777,c188,chair103
a100451,c114,chair104
a71962,c114,chair104
a24910,c114,chair104
a58640,c114,chair104
a102001,c114,chair104
a11859,c114,chair104
a104794,c114,chair104
a13183,c114,chair104
a103957,c114,chair104
a71450,c114,chair104
a58790,c105,chair105
a67825,c105,chair105
a52144,c105,chair105
a27061,c105,chair105
a99765,c105,chair105
a8480,c105,chair105
a10192,c105,chair105
a77566,c105,chair105
a85742,c105,chair105
a71575,c105,chair105
a87411,c193,chair106
a74282,c193,chair106
a94756,c193,chair106
a41350,c193,chair106
a51961,c193,chair106
a91978,c193,chair106
a67232,c193,chair106
a48693,c193,chair106
a18341,c193,chair106
a37054,c193,chair106
a103320,c94,chair107
a105136,c94,chair107
a54392,c94,chair107
a30488,c94,chair107
a22647,c94,chair107
a11982,c94,chair107
a58748,c94,chair107
a10231,c94,chair107
a22557,c94,chair107
a69183,c94,chair107
a44581,c220,chair108
a55435,c220,chair108
a53081,c220,chair108
a104537,c220,chair108
a60619,c220,chair108
a66059,c220,chair108
a23017,c220,chair108
a89197,c220,chair108
a46685,c220,chair108
a104712,c220,chair108
a50725,c12,chair109
a48299,c12,chair109
a44202,c12,chair109
a62929,c12,chair109
a53393,c12,chair109
a53562,c12,chair109
a101727,c12,chair109
a52456,c12,chair109
a94362,c12,chair109
a63147,c12,chair109
a83414,c165,chair110
a44304,c165,chair110
a33658,c165,chair110
a50190,c165,chair110
a26052,c165,chair110
a81303,c165,chair110
a23160,c165,chair110
a79247,c165,chair110
a9337,c165,chair110
a102324,c165,chair110
a48220,c130,chair111
a37237,c130,chair111
a98142,c130,chair111
a44325,c130,chair111
a15869,c130,chair111
a103231,c130,chair111
a102309,c130,chair111
a24222,c130,chair111
a35920,c130,chair111
a52588,c130,chair111
a96421,c147,chair112
a46597,c147,chair112
a81325,c147,chair112
a75953,c147,chair112
a61571,c147,chair112
a77057,c147,chair112
a81631,c147,chair112
a95180,c147,chair112
a88554,c147,chair112
a45425,c147,chair112
a31299,c211,chair113
a47334,c211,chair113
a81341,c211,chair113
a105759,c211,chair113
a13623,c211,chair113
a7908,c211,chair113
a79738,c211,chair113
a102667,c211,chair113
a17210,c211,chair113
a2008,c211,chair113
a41018,c180,chair114
a61400,c180,chair114
a17053,c180,chair114
a19400,c180,chair114
a27999,c180,chair114
a66441,c180,chair114
a17855,c180,chair114
a39183,c180,chair114
a79450,c180,chair114
a27751,c180,chair114
a76414,c161,chair115
a94992,c161,chair115
a19414,c161,chair115
a99014,c161,chair115
a52889,c161,chair115
a103068,c161,chair115
a23441,c161,chair115
a16012,c161,chair115
a24068,c161,chair115
a45727,c161,chair115
a22397,c81,chair116
a88804,c81,chair116
a28271,c81,chair116
a6975,c81,chair116
a19280,c81,chair116
a28219,c81,chair116
a9577,c81,chair116
a44018,c81,chair116
a6973,c81,chair116
a17931,c81,chair116
a63098,c151,chair117
a1606,c151,chair117
a81836,c151,chair117
a69346,c151,chair117
a6962,c151,chair117
a22651,c151,chair117
a69575,c151,chair117
a57090,c151,chair117
a100688,c151,chair117
a87186,c151,chair117
a75919,c152,chair118
a19694,c152,chair118
a60958,c152,chair118
a3013,c152,chair118
a33636,c152,chair118
a82220,c152,chair118
a46951,c152,chair118
a55895,c152,chair118
a67465,c152,chair118
a7378,c152,chair118
a70983,c13,chair119
a16538,c13,chair119
a53116,c13,chair119
a85289,c13,chair119
a79383,c13,chair119
a34275,c13,chair119
a50620,c13,chair119
a70985,c13,chair119
a87568,c13,chair119
a96834,c13,chair119
a80226,c218,chair120
a76548,c218,chair120
a10569,c218,chair120
a8753,c218,chair120
a69332,c218,chair120
a97267,c218,chair120
a26253,c218,chair120
a49005,c218,chair120
a26868,c218,chair120
a91471,c218,chair120
a29729,c82,chair121
a58628,c82,chair121
a89341,c82,chair121
a78526,c82,chair121
a62815,c82,chair121
a60618,c82,chair121
a61452,c82,chair121
a45068,c82,chair121
a95166,c82,chair121
a49478,c82,chair121
a80540,c112,chair122
a43398,c112,chair122
a59743,c112,chair122
a73370,c112,chair122
a11316,c112,chair122
a80626,c112,chair122
a18817,c112,chair122
a24199,c112,chair122
a2863,c112,chair122
a43761,c112,chair122
a94264,c209,chair123
a88390,c209,chair123
a75274,c209,chair123
a74344,c209,chair123
a90403,c209,chair123
a46464,c209,chair123
a86656,c209,chair123
a63121,c209,chair123
a91640,c209,chair123
a14493,c209,chair123
a54385,c205,chair124
a68478,c205,chair124
a9670,c205,chair124
a20418,c205,chair124
a41194,c205,chair124
a4057,c205,chair124
a15763,c205,chair124
a8658,c205,chair124
a103758,c205,chair124
a93440,c205,chair124
a43796,c45,chair125
a17515,c45,chair125
a19043,c45,chair125
a65360,c45,chair125
a63511,c45,chair125
a33710,c45,chair125
a32176,c45,chair125
a47625,c45,chair125
a99740,c45,chair125
a87330,c45,chair125
a69583,c167,chair126
a97192,c167,chair126
a29790,c167,chair126
a76782,c167,chair126
a47465,c167,chair126
a97166,c167,chair126
a15924,c167,chair126
a32310,c167,chair126
a18597,c167,chair126
a38427,c167,chair126
a54010,c103,chair127
a20916,c103,chair127
a80245,c103,chair127
a92780,c103,chair127
a8610,c103,chair127
a86651,c103,chair127
a53556,c103,chair127
a38519,c103,chair127
a73036,c103,chair127
a42514,c103,chair127
a70816,c36,chair128
a25950,c36,chair128
a92217,c36,chair128
a89893,c36,chair128
a87564,c36,chair128
a103890,c36,chair128
a33616,c36,chair128
a21025,c36,chair128
a35033,c36,chair128
a43165,c36,chair128
a49201,c187,chair129
a25234,c187,chair129
a17464,c187,chair129
a98479,c187,chair129
a11380,c187,chair129
a48658,c187,chair129
a9521,c187,chair129
a89107,c187,chair129
a29248,c187,chair129
a37285,c187,chair129
a103221,c213,chair130
a56979,c213,chair130
a61925,c213,chair130
a13697,c213,chair130
a62939,c213,chair130
a16437,c213,chair130
a76207,c213,chair130
a15071,c213,chair130
a29010,c213,chair130
a53089,c213,chair130
a8391,c179,chair131
a97711,c179,chair131
a94381,c179,chair131
a38812,c179,chair131
a90003,c179,chair131
a29172,c179,chair131
a33652,c179,chair131
a40260,c179,chair131
a45220,c179,chair131
a58428,c179,chair131
a39198,c154,chair132
a27611,c154,chair132
a67866,c154,chair132
a105829,c154,chair132
a96696,c154,chair132
a103705,c154,chair132
a57542,c154,chair132
a51283,c154,chair132
a7741,c154,chair132
a84350,c154,chair132
a16592,c75,chair133
a45282,c75,chair133
a75816,c75,chair133
a101276,c75,chair133
a49825,c75,chair133
a93647,c75,chair133
a68229,c75,chair133
a36920,c75,chair133
a51740,c75,chair133
a86225,c75,chair133
a40766,c207,chair134
a28118,c207,chair134
a53306,c207,chair134
a44475,c207,chair134
a90735,c207,chair134
a47263,c207,chair134
a17730,c207,chair134
a59054,c207,chair134
a67420,c207,chair134
a20626,c207,chair134
a15959,c200,chair135
a101063,c200,chair135
a76547,c200,chair135
a27761,c200,chair135
a34541,c200,chair135
a45884,c200,chair135
a7258,c200,chair135
a62666,c200,chair135
a67172,c200,chair135
a105413,c200,chair135
a33554,c214,chair136
a46549,c214,chair136
a77006,c214,chair136
a68204,c214,chair136
a71418,c214,chair136
a1453,c214,chair136
a102537,c214,chair136
a102272,c214,chair136
a46960,c214,chair136
a34870,c214,chair136
a6769,c2,chair137
a42570,c2,chair137
a92534,c2,chair137
a81059,c2,chair137
a26630,c2,chair137
a93570,c2,chair137
a21365,c2,chair137
a55140,c2,chair137
a24981,c2,chair137
a94704,c2,chair137
a103641,c176,chair138
a75716,c176,chair138
a15269,c176,chair138
a47372,c176,chair138
a85753,c176,chair138
a87456,c176,chair138
a63375,c176,chair138
a84265,c176,chair138
a26068,c176,chair138
a59259,c176,chair138
a49888,c6,chair139
a71292,c6,chair139
a33640,c6,chair139
a36887,c6,chair139
a72493,c6,chair139
a2248,c6,chair139
a55154,c6,chair139
a2229,c6,chair139
a46849,c6,chair139
a71650,c6,chair139
a42234,c194,chair140
a102940,c194,chair140
a70425,c194,chair140
a88473,c194,chair140
a60806,c194,chair140
a69059,c194,chair140
a22508,c194,chair140
a51439,c194,chair140
a92241,c194,chair140
a16776,c194,chair140
a37143,c181,chair141
a74623,c181,chair141
a41075,c181,chair141
a56419,c181,chair141
a83762,c181,chair141
a44746,c181,chair141
a28258,c181,chair141
a92132,c181,chair141
a27184,c181,chair141
a77344,c181,chair141
a103151,c77,chair142
a26538,c77,chair142
a2197,c77,chair142
a91797,c77,chair142
a46426,c77,chair142
a84340,c77,chair142
a25932,c77,chair142
a102962,c77,chair142
a33614,c77,chair142
a96138,c77,chair142
a64475,c113,chair143
a30051,c113,chair143
a46055,c113,chair143
a13516,c113,chair143
a29119,c113,chair143
a53261,c113,chair143
a30730,c113,chair143
a21647,c113,chair143
a103374,c113,chair143
a82100,c113,chair143
a5855,c65,chair144
a66953,c65,chair144
a36092,c65,chair144
a34780,c65,chair144
a34244,c65,chair144
a31642,c65,chair144
a20699,c65,chair144
a28070,c65,chair144
a19042,c65,chair144
a55933,c65,chair144
a27505,c46,chair145
a70266,c46,chair145
a64762,c46,chair145
a74508,c46,chair145
a75349,c46,chair145
a8725,c46,chair145
a46523,c46,chair145
a104030,c46,chair145
a87598,c46,chair145
a29544,c46,chair145
a103720,c74,chair146
a33631,c74,chair146
a51461,c74,chair146
a40514,c74,chair146
a21060,c74,chair146
a64395,c74,chair146
a28908,c74,chair146
a21831,c74,chair146
a34329,c74,chair146
a77600,c74,chair146
a20015,c92,chair147
a74934,c92,chair147
a6512,c92,chair147
a29271,c92,chair147
a46983,c92,chair147
a49367,c92,chair147
a29341,c92,chair147
a69826,c92,chair147
a33611,c92,chair147
a41748,c92,chair147
a24383,c169,chair148
a47494,c169,chair148
a44463,c169,chair148
a15101,c169,chair148
a71582,c169,chair148
a95563,c169,chair148
a103428,c169,chair148
a57562,c169,chair148
a39836,c169,chair148
a105147,c169,chair148
a72798,c87,chair149
a49461,c87,chair149
a78834,c87,chair149
a39929,c87,chair149
a32170,c87,chair149
a69793,c87,chair149
a14754,c87,chair149
a58699,c87,chair149
a9632,c87,chair149
a58164,c87,chair149
a81150,c143,chair150
a74252,c143,chair150
a6314,c143,chair150
a2750,c143,chair150
a31439,c143,chair150
a49399,c143,chair150
a90615,c143,chair150
a21651,c143,chair150
a77938,c143,chair150
a20335,c143,chair150
a13710,c160,chair151
a919,c160,chair151
a3441,c160,chair151
a93174,c160,chair151
a31138,c160,chair151
a64392,c160,chair151
a27308,c160,chair151
a12019,c160,chair151
a45881,c160,chair151
a49479,c160,chair151
a56368,c10,chair152
a88423,c10,chair152
a23023,c10,chair152
a102963,c10,chair152
a56512,c10,chair152
a4997,c10,chair152
a7287,c10,chair152
a5228,c10,chair152
a1726,c10,chair152
a520,c10,chair152
a59458,c32,chair153
a40008,c32,chair153
a55523,c32,chair153
a32313,c32,chair153
a9668,c32,chair153
a33048,c32,chair153
a19196,c32,chair153
a1397,c32,chair153
a6526,c32,chair153
a80699,c32,chair153
a97173,c136,chair154
a65056,c136,chair154
a8343,c136,chair154
a71412,c136,chair154
a14611,c136,chair154
a91209,c136,chair154
a38265,c136,chair154
a91316,c136,chair154
a41031,c136,chair154
a104813,c136,chair154
a92634,c83,chair155
a73249,c83,chair155
a89712,c83,chair155
a95886,c83,chair155
a52528,c83,chair155
a90833,c83,chair155
a104686,c83,chair155
a60400,c83,chair155
a30819,c83,chair155
a1167,c83,chair155
a37340,c182,chair156
a10690,c182,chair156
a87101,c182,chair156
a38044,c182,chair156
a9370,c182,chair156
a10419,c182,chair156
a58965,c182,chair156
a25513,c182,chair156
a80304,c182,chair156
a79494,c182,chair156
a23590,c155,chair157
a100513,c155,chair157
a102578,c155,chair157
a24857,c155,chair157
a68084,c155,chair157
a62772,c155,chair157
a72039,c155,chair157
a7709,c155,chair157
a96987,c155,chair157
a50512,c155,chair157
a62007,c100,chair158
a72072,c100,chair158
a50180,c100,chair158
a2269,c100,chair158
a40551,c100,chair158
a33638,c100,chair158
a79381,c100,chair158
a29751,c100,chair158
a4978,c100,chair158
a80433,c100,chair158
a39885,c125,chair159
a7177,c125,chair159
a92779,c125,chair159
a64607,c125,chair159
a7885,c125,chair159
a101003,c125,chair159
a25936,c125,chair159
a69540,c125,chair159
a68600,c125,chair159
a81524,c125,chair159
a66832,c23,chair160
a17244,c23,chair160
a83750,c23,chair160
a59017,c23,chair160
a96197,c23,chair160
a40287,c23,chair160
a5503,c23,chair160
a16330,c23,chair160
a49745,c23,chair160
a9118,c23,chair160
a47454,c126,chair161
a76965,c126,chair161
a80363,c126,chair161
a47568,c126,chair161
a80894,c126,chair161
a10948,c126,chair161
a3445,c126,chair161
a16581,c126,chair161
a8761,c126,chair161
a46376,c126,chair161
a48165,c9,chair162
a45433,c9,chair162
a24724,c9,chair162
a70787,c9,chair162
a31684,c9,chair162
a32120,c9,chair162
a49783,c9,chair162
a33624,c9,chair162
a81200,c9,chair162
a34817,c9,chair162
a23512,c197,chair163
a21095,c197,chair163
a58476,c197,chair163
a74412,c197,chair163
a42218,c197,chair163
a102927,c197,chair163
a18698,c197,chair163
a84609,c197,chair163
a49362,c197,chair163
a31951,c197,chair163
a21706,c104,chair164
a32345,c104,chair164
a754,c104,chair164
a82670,c104,chair164
a2974,c104,chair164
a75087,c104,chair164
a37008,c104,chair164
a96745,c104,chair164
a84285,c104,chair164
a13853,c104,chair164
a63378,c153,chair165
a62836,c153,chair165
a28569,c153,chair165
a38753,c153,chair165
a94808,c153,chair165
a103629,c153,chair165
a20564,c153,chair165
a35715,c153,chair165
a47047,c153,chair165
a87762,c153,chair165
a9648,c177,chair166
a100259,c177,chair166
a31784,c177,chair166
a60498,c177,chair166
a6287,c177,chair166
a9592,c177,chair166
a7327,c177,chair166
a34044,c177,chair166
a12511,c177,chair166
a38096,c177,chair166
a49498,c135,chair167
a82299,c135,chair167
a62990,c135,chair167
a49003,c135,chair167
a38483,c135,chair167
a52228,c135,chair167
a55562,c135,chair167
a40627,c135,chair167
a95390,c135,chair167
a68697,c135,chair167
a24247,c111,chair168
a52985,c111,chair168
a75718,c111,chair168
a15001,c111,chair168
a33930,c111,chair168
a59831,c111,chair168
a104751,c111,chair168
a1685,c111,chair168
a25531,c111,chair168
a91842,c111,chair168
a96752,c215,chair169
a61665,c215,chair169
a20157,c215,chair169
a55231,c215,chair169
a21913,c215,chair169
a26018,c215,chair169
a47648,c215,chair169
a39311,c215,chair169
a96519,c215,chair169
a83594,c215,chair169
a30122,c64,chair170
a11428,c64,chair170
a100355,c64,chair170
a24664,c64,chair170
a11067,c64,chair170
a55712,c64,chair170
a37731,c64,chair170
a63673,c64,chair170
a54168,c64,chair170
a1856,c64,chair170
a28663,c15,chair171
a1433,c15,chair171
a92238,c15,chair171
a26669,c15,chair171
a17712,c15,chair171
a13647,c15,chair171
a46788,c15,chair171
a22790,c15,chair171
a94507,c15,chair171
a34945,c15,chair171
a20761,c41,chair172
a102270,c41,chair172
a25210,c41,chair172
a23863,c41,chair172
a21466,c41,chair172
a94064,c41,chair172
a71032,c41,chair172
a103871,c41,chair172
a36664,c41,chair172
a20126,c41,chair172
a104149,c190,chair173
a28321,c190,chair173
a15490,c190,chair173
a42610,c190,chair173
a63515,c190,chair173
a70282,c190,chair173
a65545,c190,chair173
a55106,c190,chair173
a76044,c190,chair173
a4264,c190,chair173
a62563,c109,chair174
a77029,c109,chair174
a49472,c109,chair174
a105155,c109,chair174
a41408,c109,chair174
a105091,c109,chair174
a29243,c109,chair174
a71104,c109,chair174
a57452,c109,chair174
a73913,c109,chair174
a62296,c80,chair175
a57307,c80,chair175
a24412,c80,chair175
a43506,c80,chair175
a89129,c80,chair175
a41024,c80,chair175
a105299,c80,chair175
a12761,c80,chair175
a483,c80,chair175
a4181,c80,chair175
a57513,c52,chair176
a42989,c52,chair176
a90199,c52,chair176
a101105,c52,chair176
a21382,c52,chair176
a89978,c52,chair176
a104243,c52,chair176
a30644,c52,chair176
a84989,c52,chair176
a98544,c52,chair176
a6257,c26,chair177
a101153,c26,chair177
a12517,c26,chair177
a74602,c26,chair177
a55067,c26,chair177
a99020,c26,chair177
a24032,c26,chair177
a71282,c26,chair177
a99650,c26,chair177
a28166,c26,chair177
a54456,c76,chair178
a104997,c76,chair178
a76412,c76,chair178
a88269,c76,chair178
a92037,c76,chair178
a18636,c76,chair178
a60880,c76,chair178
a47420,c76,chair178
a31133,c76,chair178
a42617,c76,chair178
a97355,c43,chair179
a20076,c43,chair179
a102064,c43,chair179
a24252,c43,chair179
a59106,c43,chair179
a14036,c43,chair179
a55662,c43,chair179
a35876,c43,chair179
a77834,c43,chair179
a79430,c43,chair179
a3130,c24,chair180
a105008,c24,chair180
a89843,c24,chair180
a64651,c24,chair180
a99187,c24,chair180
a25139,c24,chair180
a57471,c24,chair180
a67987,c24,chair180
a59506,c24,chair180
a93962,c24,chair180
a79989,c3,chair181
a77710,c3,chair181
a66818,c3,chair181
a32566,c3,chair181
a55137,c3,chair181
a15197,c3,chair181
a29106,c3,chair181
a34088,c3,chair181
a18151,c3,chair181
a58603,c3,chair181
a24169,c196,chair182
a53247,c196,chair182
a39803,c196,chair182
a3777,c196,chair182
a73239,c196,chair182
a6913,c196,chair182
a13399,c196,chair182
a1748,c196,chair182
a8233,c196,chair182
a84016,c196,chair182
a48079,c49,chair183
a18182,c49,chair183
a70570,c49,chair183
a15625,c49,chair183
a65759,c49,chair183
a84695,c49,chair183
a49166,c49,chair183
a98761,c49,chair183
a48116,c49,chair183
a72122,c49,chair183
a6896,c149,chair184
a93512,c149,chair184
a4572,c149,chair184
a44509,c149,chair184
a10048,c149,chair184
a54494,c149,chair184
a86498,c149,chair184
a19985,c149,chair184
a35251,c149,chair184
a44897,c149,chair184
a25780,c131,chair185
a4898,c131,chair185
a4904,c131,chair185
a96908,c131,chair185
a5333,c131,chair185
a60181,c131,chair185
a103860,c131,chair185
a7191,c131,chair185
a16974,c131,chair185
a68854,c131,chair185
a101883,c217,chair186
a43428,c217,chair186
a83881,c217,chair186
a99273,c217,chair186
a81860,c217,chair186
a25768,c217,chair186
a58919,c217,chair186
a33634,c217,chair186
a58487,c217,chair186
a27538,c217,chair186
a23912,c30,chair187
a33842,c30,chair187
a73433,c30,chair187
a102282,c30,chair187
a40732,c30,chair187
a77645,c30,chair187
a103667,c30,chair187
a25106,c30,chair187
a66276,c30,chair187
a101115,c30,chair187
a3000,c121,chair188
a97741,c121,chair188
a95504,c121,chair188
a38471,c121,chair188
a66172,c121,chair188
a55944,c121,chair188
a39985,c121,chair188
a11092,c121,chair188
a36529,c121,chair188
a39188,c121,chair188
a66315,c175,chair189
a90062,c175,chair189
a104988,c175,chair189
a24781,c175,chair189
a41102,c175,chair189
a64478,c175,chair189
a93477,c175,chair189
a95684,c175,chair189
a24046,c175,chair189
a76487,c175,chair189
a40997,c115,chair190
a81215,c115,chair190
a37875,c115,chair190
a3977,c115,chair190
a98945,c115,chair190
a85171,c115,chair190
a93407,c115,chair190
a77579,c115,chair190
a74821,c115,chair190
a78989,c115,chair190
a78155,c202,chair191
a79758,c202,chair191
a86825,c202,chair191
a85846,c202,chair191
a17402,c202,chair191
a43332,c202,chair191
a19890,c202,chair191
a39271,c202,chair191
