authorID,supervisorID,confjorID,supervisorsIDs
a73726,s73726,j13866,editor39611
a46695,s46695,j8713,editor39612
a7581,s7581,j18273,editor39613
a44214,s44214,j11583,editor39614
a3867,s3867,j6466,editor39615
a20179,s20179,j18314,editor39616
a1031,s1031,j8801,editor39617
a13007,s13007,j3134,editor39618
a81000,s81000,j4437,editor39619
a56345,s56345,j13728,editor39620
a23366,s23366,j9962,editor39621
a68301,s68301,j4748,editor39622
a81528,s81528,j13074,editor39623
a5991,s5991,j3967,editor39624
a71672,s71672,j14328,editor39625
a49552,s49552,j19257,editor39626
a88366,s88366,j15769,editor39627
a53665,s53665,j2198,editor39628
a105428,s105428,j8046,editor39629
a51103,s51103,j5531,editor39630
a18486,s18486,j882,editor39631
a73506,s73506,j1181,editor39632
a35170,s35170,j3760,editor39633
a38868,s38868,j13307,editor39634
a40248,s40248,j2022,editor39635
a2510,s2510,j16017,editor39636
a42766,s42766,j6237,editor39637
a74368,s74368,j10378,editor39638
a88380,s88380,j12003,editor39639
a96590,s96590,j15465,editor39640
a41894,s41894,j12077,editor39641
a18766,s18766,j10063,editor39642
a31779,s31779,c183,chair726
a1889,s1889,j19136,editor39643
a22131,s22131,j18530,editor39644
a61522,s61522,j5542,editor39645
a43710,s43710,j17372,editor39646
a19421,s19421,j17972,editor39647
a65580,s65580,j17978,editor39648
a84745,s84745,j17640,editor39649
a4503,s4503,j13978,editor39650
a23713,s23713,j16042,editor39651
a88699,s88699,j16309,editor39652
a3863,s3863,j14990,editor39653
a93285,s93285,j13495,editor39654
a50268,s50268,j15402,editor39655
a70955,s70955,j13000,editor39656
a10083,s10083,j6101,editor39657
a31925,s31925,j3715,editor39658
a15998,s15998,j17179,editor39659
a63326,s63326,j10599,editor39660
a41776,s41776,j2555,editor39661
a46679,s46679,j15199,editor39662
a89019,s89019,j19853,editor39663
a82774,s82774,j1702,editor39664
a59124,s59124,j424,editor39665
a28376,s28376,j5548,editor39666
a74553,s74553,c90,chair727
a51521,s51521,j11025,editor39667
a20434,s20434,j6972,editor39668
a28775,s28775,j19354,editor39669
a67036,s67036,j14236,editor39670
a103216,s103216,j2965,editor39671
a56568,s56568,j1507,editor39672
a73887,s73887,j19793,editor39673
a24582,s24582,j15617,editor39674
a32508,s32508,j16102,editor39675
a85497,s85497,j13352,editor39676
a63007,s63007,j13991,editor39677
a103755,s103755,j7575,editor39678
a97940,s97940,j9326,editor39679
a91251,s91251,j11683,editor39680
a79515,s79515,j7552,editor39681
a15812,s15812,j16919,editor39682
a58159,s58159,j16343,editor39683
a48184,s48184,j5559,editor39684
a70289,s70289,j2924,editor39685
a73358,s73358,j3243,editor39686
a55638,s55638,j9054,editor39687
a34767,s34767,j10086,editor39688
a64837,s64837,j14468,editor39689
a34795,s34795,j1757,editor39690
a104252,s104252,j12660,editor39691
a83893,s83893,j10441,editor39692
a50838,s50838,j9405,editor39693
a3142,s3142,j652,editor39694
a26929,s26929,j12067,editor39695
a88054,s88054,j14655,editor39696
a47248,s47248,j2791,editor39697
a76300,s76300,j13949,editor39698
a94407,s94407,j18325,editor39699
a18860,s18860,j12957,editor39700
a43276,s43276,j3886,editor39701
a77293,s77293,j5784,editor39702
a85880,s85880,j7755,editor39703
a68356,s68356,j16074,editor39704
a98549,s98549,j15905,editor39705
a1727,s1727,j14022,editor39706
a32777,s32777,j12581,editor39707
a100382,s100382,j19341,editor39708
a31900,s31900,j10060,editor39709
a72720,s72720,j19032,editor39710
a24360,s24360,j7799,editor39711
a93399,s93399,j544,editor39712
a65008,s65008,j11751,editor39713
a7173,s7173,j7911,editor39714
a99514,s99514,j2339,editor39715
a32709,s32709,j1806,editor39716
a91705,s91705,j12537,editor39717
a32568,s32568,j9641,editor39718
a77151,s77151,j4137,editor39719
a81472,s81472,j2438,editor39720
a87957,s87957,j12406,editor39721
a28802,s28802,j10107,editor39722
a39233,s39233,j14119,editor39723
a36369,s36369,j14507,editor39724
a33817,s33817,j18468,editor39725
a23297,s23297,j14558,editor39726
a15676,s15676,j2685,editor39727
a69438,s69438,j11353,editor39728
a103652,s103652,j9790,editor39729
a89870,s89870,j13795,editor39730
a88633,s88633,j3939,editor39731
a11511,s11511,j3755,editor39732
a22429,s22429,j11851,editor39733
a14455,s14455,j19052,editor39734
a3297,s3297,j4025,editor39735
a39078,s39078,j10649,editor39736
a14241,s14241,c212,chair728
a62401,s62401,j7747,editor39737
a64150,s64150,j5256,editor39738
a33592,s33592,j16575,editor39739
a37568,s37568,j7324,editor39740
a32724,s32724,j4689,editor39741
a71073,s71073,j10497,editor39742
a73872,s73872,j474,editor39743
a68016,s68016,j18910,editor39744
a60779,s60779,j7255,editor39745
a51947,s51947,j14054,editor39746
a11898,s11898,j16450,editor39747
a88440,s88440,j10400,editor39748
a26114,s26114,j5753,editor39749
a50866,s50866,j2306,editor39750
a96313,s96313,j16781,editor39751
a102424,s102424,j8926,editor39752
a52202,s52202,j591,editor39753
a69008,s69008,j11308,editor39754
a28882,s28882,j836,editor39755
a102176,s102176,j11976,editor39756
a82626,s82626,j2117,editor39757
a54487,s54487,j3847,editor39758
a46443,s46443,j3507,editor39759
a57742,s57742,j4299,editor39760
a73276,s73276,j12435,editor39761
a28643,s28643,j12684,editor39762
a47167,s47167,j4944,editor39763
a35534,s35534,j16585,editor39764
a21222,s21222,j6212,editor39765
a29851,s29851,j6522,editor39766
a81475,s81475,j1381,editor39767
a61198,s61198,j11328,editor39768
a38694,s38694,j12847,editor39769
a25288,s25288,j367,editor39770
a81458,s81458,j6283,editor39771
a33206,s33206,j15687,editor39772
a45803,s45803,j6448,editor39773
a75391,s75391,c219,chair729
a76722,s76722,j8844,editor39774
a71361,s71361,j19875,editor39775
a90372,s90372,c72,chair730
a26073,s26073,j11712,editor39776
a77589,s77589,j2532,editor39777
a11165,s11165,j19658,editor39778
a37009,s37009,j10455,editor39779
a76125,s76125,j15290,editor39780
a60199,s60199,j17252,editor39781
a30136,s30136,j3176,editor39782
a10831,s10831,j14376,editor39783
a24898,s24898,j6416,editor39784
a60994,s60994,j5585,editor39785
a29419,s29419,j4802,editor39786
a72133,s72133,j14995,editor39787
a57044,s57044,j14222,editor39788
a2916,s2916,j4737,editor39789
a1784,s1784,j9767,editor39790
a102281,s102281,j12269,editor39791
a63581,s63581,j597,editor39792
a83257,s83257,j732,editor39793
a38386,s38386,j10333,editor39794
a70817,s70817,j17402,editor39795
a40121,s40121,j12389,editor39796
a58392,s58392,j11610,editor39797
a87771,s87771,j3135,editor39798
a64375,s64375,j1799,editor39799
a84717,s84717,j3208,editor39800
a10504,s10504,j17639,editor39801
a49933,s49933,j16266,editor39802
a43756,s43756,j11026,editor39803
a61621,s61621,j10983,editor39804
a88996,s88996,j12416,editor39805
a55199,s55199,j10710,editor39806
a61682,s61682,j16259,editor39807
a12981,s12981,j2846,editor39808
a88491,s88491,j10076,editor39809
a26602,s26602,j160,editor39810
a37778,s37778,j12861,editor39811
a101463,s101463,j5298,editor39812
a21369,s21369,j15806,editor39813
a98129,s98129,j7523,editor39814
a32585,s32585,j9490,editor39815
a34144,s34144,j7221,editor39816
a63838,s63838,j3460,editor39817
a44033,s44033,j6314,editor39818
a84043,s84043,j6299,editor39819
a87112,s87112,j14401,editor39820
a38963,s38963,j5618,editor39821
a59371,s59371,j12681,editor39822
a76308,s76308,j11271,editor39823
a93096,s93096,j18001,editor39824
a44847,s44847,j7579,editor39825
a55009,s55009,j6690,editor39826
a56828,s56828,j8795,editor39827
a86571,s86571,j3570,editor39828
a75894,s75894,j16535,editor39829
a19723,s19723,j1467,editor39830
a68570,s68570,j627,editor39831
a94168,s94168,j4078,editor39832
a31491,s31491,j14093,editor39833
a100274,s100274,j18087,editor39834
a92157,s92157,j6092,editor39835
a54024,s54024,j5050,editor39836
a6383,s6383,j10777,editor39837
a48683,s48683,j6254,editor39838
a6731,s6731,j8985,editor39839
a39360,s39360,j12097,editor39840
a97272,s97272,j13367,editor39841
a42592,s42592,j11906,editor39842
a32139,s32139,j13675,editor39843
a35408,s35408,j6319,editor39844
a97881,s97881,j19238,editor39845
a89655,s89655,j6344,editor39846
a22045,s22045,j5234,editor39847
a80586,s80586,j1066,editor39848
a1590,s1590,j4747,editor39849
a102931,s102931,c140,chair731
a103942,s103942,j9470,editor39850
a1876,s1876,j9903,editor39851
a77626,s77626,j1108,editor39852
a48757,s48757,j11254,editor39853
a6004,s6004,j13523,editor39854
a5231,s5231,j19874,editor39855
a41383,s41383,j12540,editor39856
a31549,s31549,j7844,editor39857
a82876,s82876,j19911,editor39858
a65268,s65268,j3484,editor39859
a46781,s46781,j13076,editor39860
a48053,s48053,j7594,editor39861
a15859,s15859,j13510,editor39862
a99097,s99097,j1562,editor39863
a65157,s65157,j9288,editor39864
a54925,s54925,j13300,editor39865
a59495,s59495,j19721,editor39866
a64465,s64465,j8681,editor39867
a76324,s76324,j16337,editor39868
a93597,s93597,j4589,editor39869
a37311,s37311,j11757,editor39870
a63801,s63801,j714,editor39871
a62914,s62914,j17668,editor39872
a98039,s98039,j19710,editor39873
a22611,s22611,j18625,editor39874
a73867,s73867,j1658,editor39875
a48204,s48204,j19638,editor39876
a48493,s48493,j19886,editor39877
a68959,s68959,j5855,editor39878
a71664,s71664,j18188,editor39879
a33807,s33807,j2542,editor39880
a19120,s19120,j10539,editor39881
a37349,s37349,j8775,editor39882
a24915,s24915,j16854,editor39883
a6941,s6941,j10654,editor39884
a20964,s20964,j18546,editor39885
a62512,s62512,j1033,editor39886
a69608,s69608,j19200,editor39887
a87624,s87624,j12628,editor39888
a4077,s4077,j14813,editor39889
a82466,s82466,j14582,editor39890
a11756,s11756,j15787,editor39891
a27310,s27310,j12531,editor39892
a54578,s54578,j15795,editor39893
a21525,s21525,j19771,editor39894
a33157,s33157,j14695,editor39895
a18419,s18419,j1341,editor39896
a38128,s38128,j8862,editor39897
a7330,s7330,j12396,editor39898
a101044,s101044,j10896,editor39899
a50472,s50472,j6312,editor39900
a48466,s48466,j11371,editor39901
a94839,s94839,j2005,editor39902
a30305,s30305,j17915,editor39903
a51513,s51513,j3418,editor39904
a90100,s90100,j12107,editor39905
a44708,s44708,j3116,editor39906
a99354,s99354,j2241,editor39907
a76371,s76371,j18555,editor39908
a97771,s97771,j18454,editor39909
a95304,s95304,j2742,editor39910
a71788,s71788,c44,chair732
a32587,s32587,j5683,editor39911
a64056,s64056,j3115,editor39912
a55978,s55978,j15183,editor39913
a59071,s59071,j11028,editor39914
a3154,s3154,j15656,editor39915
a53293,s53293,j136,editor39916
a91160,s91160,j548,editor39917
a101700,s101700,j15767,editor39918
a2983,s2983,j16405,editor39919
a102150,s102150,j216,editor39920
a10946,s10946,j16052,editor39921
a70727,s70727,j15823,editor39922
a81206,s81206,j9168,editor39923
a80208,s80208,j8759,editor39924
a62315,s62315,j11661,editor39925
a97288,s97288,j2761,editor39926
a25726,s25726,j2112,editor39927
a58331,s58331,j14405,editor39928
a63136,s63136,j16747,editor39929
a14637,s14637,j5849,editor39930
a21188,s21188,j19131,editor39931
a101752,s101752,j555,editor39932
a9601,s9601,j11155,editor39933
a5569,s5569,j9133,editor39934
a11400,s11400,j10305,editor39935
a16172,s16172,j16243,editor39936
a77070,s77070,j468,editor39937
a7606,s7606,j5263,editor39938
a58304,s58304,j11750,editor39939
a1940,s1940,j17821,editor39940
a55656,s55656,j6610,editor39941
a41314,s41314,j5390,editor39942
a23828,s23828,j771,editor39943
a55169,s55169,j6420,editor39944
a14076,s14076,j1595,editor39945
a23294,s23294,j16888,editor39946
a59444,s59444,j6005,editor39947
a39996,s39996,j13014,editor39948
a83585,s83585,j19643,editor39949
a68912,s68912,j8890,editor39950
a48858,s48858,j15951,editor39951
a60391,s60391,j15480,editor39952
a1817,s1817,j19977,editor39953
a92306,s92306,j4560,editor39954
a45327,s45327,j18732,editor39955
a101136,s101136,j19657,editor39956
a16848,s16848,j1202,editor39957
a55622,s55622,j9856,editor39958
a93906,s93906,j4323,editor39959
a77036,s77036,j16984,editor39960
a100302,s100302,j7252,editor39961
a6879,s6879,j6899,editor39962
a102099,s102099,c204,chair733
a50437,s50437,j1366,editor39963
a65301,s65301,j7270,editor39964
a68635,s68635,j5898,editor39965
a94067,s94067,j15988,editor39966
a33664,s33664,j3183,editor39967
a66028,s66028,j12768,editor39968
a59369,s59369,j4287,editor39969
a61288,s61288,j16281,editor39970
a10787,s10787,j13154,editor39971
a52252,s52252,j17216,editor39972
a56515,s56515,j6404,editor39973
a6001,s6001,j16371,editor39974
a12841,s12841,j14666,editor39975
a79298,s79298,j868,editor39976
a61958,s61958,j4572,editor39977
a5325,s5325,j13805,editor39978
a44184,s44184,j8946,editor39979
a104519,s104519,j13107,editor39980
a82991,s82991,j3026,editor39981
a102966,s102966,j14115,editor39982
a50691,s50691,j9416,editor39983
a65897,s65897,j17102,editor39984
a63686,s63686,j16062,editor39985
a69145,s69145,j12096,editor39986
a24433,s24433,j4331,editor39987
a98335,s98335,c187,chair734
a82777,s82777,j17761,editor39988
a85638,s85638,j8808,editor39989
a44442,s44442,j3043,editor39990
a18336,s18336,j3049,editor39991
a55028,s55028,j4875,editor39992
a48983,s48983,j2827,editor39993
a44152,s44152,j18413,editor39994
a58127,s58127,j931,editor39995
a52438,s52438,j19019,editor39996
a81933,s81933,j11731,editor39997
a2404,s2404,j265,editor39998
a81822,s81822,j17907,editor39999
a16649,s16649,j9989,editor40000
a6064,s6064,j14176,editor40001
a22944,s22944,j14713,editor40002
a58733,s58733,j4238,editor40003
a1678,s1678,j10752,editor40004
a44768,s44768,j16850,editor40005
a101716,s101716,j13494,editor40006
a23516,s23516,j13531,editor40007
a78192,s78192,j15274,editor40008
a57162,s57162,j1983,editor40009
a74776,s74776,j18875,editor40010
a92488,s92488,j12654,editor40011
a31993,s31993,j14784,editor40012
a96386,s96386,j11483,editor40013
a14229,s14229,j18874,editor40014
a79161,s79161,j14689,editor40015
a83139,s83139,j5754,editor40016
a103614,s103614,j7312,editor40017
a50591,s50591,j849,editor40018
a8054,s8054,j9197,editor40019
a14917,s14917,j362,editor40020
a16946,s16946,j11414,editor40021
a41326,s41326,j11734,editor40022
a26158,s26158,j4340,editor40023
a88904,s88904,j1061,editor40024
a76339,s76339,j14671,editor40025
a55227,s55227,j17399,editor40026
a30903,s30903,j9325,editor40027
a72738,s72738,j17557,editor40028
a58196,s58196,j7700,editor40029
a15579,s15579,j245,editor40030
a45315,s45315,j3958,editor40031
a88764,s88764,j19949,editor40032
a102774,s102774,j10773,editor40033
a90935,s90935,j14760,editor40034
a83125,s83125,j10635,editor40035
a101186,s101186,j3453,editor40036
a40113,s40113,j16948,editor40037
a37169,s37169,j14292,editor40038
a43466,s43466,j6375,editor40039
a8901,s8901,j11381,editor40040
a82517,s82517,j13951,editor40041
a85908,s85908,j15915,editor40042
a86306,s86306,j1941,editor40043
a50675,s50675,j990,editor40044
a47217,s47217,j9047,editor40045
a1038,s1038,j14844,editor40046
a70915,s70915,j899,editor40047
a89731,s89731,j5191,editor40048
a24293,s24293,j10364,editor40049
a13729,s13729,j6363,editor40050
a65085,s65085,j5096,editor40051
a17081,s17081,j12809,editor40052
a22143,s22143,j2954,editor40053
a59109,s59109,j10693,editor40054
a8128,s8128,j19769,editor40055
a103675,s103675,j9708,editor40056
a34522,s34522,j15262,editor40057
a16093,s16093,j10228,editor40058
a12441,s12441,j2298,editor40059
a15532,s15532,j18818,editor40060
a2618,s2618,j13230,editor40061
a4041,s4041,j19020,editor40062
a35095,s35095,j14882,editor40063
a83128,s83128,j2721,editor40064
a44314,s44314,j14123,editor40065
a66622,s66622,j10620,editor40066
a48158,s48158,j12182,editor40067
a4294,s4294,j152,editor40068
a39734,s39734,j7265,editor40069
a57604,s57604,j4496,editor40070
a100681,s100681,j3641,editor40071
a103183,s103183,j13790,editor40072
a68031,s68031,j8779,editor40073
a59769,s59769,j12618,editor40074
a17837,s17837,j14883,editor40075
a63169,s63169,j14385,editor40076
a90616,s90616,j5562,editor40077
a65067,s65067,j9082,editor40078
a39383,s39383,j3156,editor40079
a53395,s53395,j17560,editor40080
a72199,s72199,j1866,editor40081
a32609,s32609,j1412,editor40082
a53710,s53710,j2316,editor40083
a41945,s41945,j2551,editor40084
a92818,s92818,j14544,editor40085
a56019,s56019,j11658,editor40086
a33628,s33628,j15993,editor40087
a10500,s10500,j15202,editor40088
a41052,s41052,j2092,editor40089
a82454,s82454,j12434,editor40090
a17395,s17395,j5728,editor40091
a45801,s45801,j1007,editor40092
a44075,s44075,j12967,editor40093
a23562,s23562,j2908,editor40094
a22049,s22049,j6987,editor40095
a79729,s79729,j17334,editor40096
a43140,s43140,j10510,editor40097
a79892,s79892,j3101,editor40098
a3575,s3575,j6268,editor40099
a14710,s14710,j2785,editor40100
a72128,s72128,j11376,editor40101
a56616,s56616,j13866,editor40102
a13032,s13032,j8713,editor40103
a77571,s77571,j18273,editor40104
a105756,s105756,j11583,editor40105
a90228,s90228,j6466,editor40106
a31926,s31926,j18314,editor40107
a92208,s92208,j8801,editor40108
a51131,s51131,j3134,editor40109
a16728,s16728,j4437,editor40110
a7468,s7468,j13728,editor40111
a90115,s90115,j9962,editor40112
a53460,s53460,j4748,editor40113
a75686,s75686,j13074,editor40114
a84402,s84402,j3967,editor40115
a17968,s17968,j14328,editor40116
a17847,s17847,j19257,editor40117
a67595,s67595,j15769,editor40118
a21484,s21484,j2198,editor40119
a1289,s1289,j8046,editor40120
a84245,s84245,j5531,editor40121
a68790,s68790,j882,editor40122
a69149,s69149,j1181,editor40123
a66409,s66409,j3760,editor40124
a97842,s97842,j13307,editor40125
a47370,s47370,j2022,editor40126
a83926,s83926,j16017,editor40127
a67864,s67864,j6237,editor40128
a82050,s82050,j10378,editor40129
a79754,s79754,j12003,editor40130
a49873,s49873,j15465,editor40131
a31452,s31452,j12077,editor40132
a68156,s68156,j10063,editor40133
a65176,s65176,c183,chair735
a94891,s94891,j19136,editor40134
a67571,s67571,j18530,editor40135
a15927,s15927,j5542,editor40136
a71911,s71911,j17372,editor40137
a78190,s78190,j17972,editor40138
a87025,s87025,j17978,editor40139
a61699,s61699,j17640,editor40140
a36448,s36448,j13978,editor40141
a7989,s7989,j16042,editor40142
a17652,s17652,j16309,editor40143
a14696,s14696,j14990,editor40144
a88159,s88159,j13495,editor40145
a51100,s51100,j15402,editor40146
a15423,s15423,j13000,editor40147
a21837,s21837,j6101,editor40148
a52538,s52538,j3715,editor40149
a71324,s71324,j17179,editor40150
a33509,s33509,j10599,editor40151
a76408,s76408,j2555,editor40152
a47847,s47847,j15199,editor40153
a79352,s79352,j19853,editor40154
a58461,s58461,j1702,editor40155
a85217,s85217,j424,editor40156
a8416,s8416,j5548,editor40157
a64907,s64907,c90,chair736
a38991,s38991,j11025,editor40158
a16889,s16889,j6972,editor40159
a37583,s37583,j19354,editor40160
a16034,s16034,j14236,editor40161
a14763,s14763,j2965,editor40162
a48386,s48386,j1507,editor40163
a34049,s34049,j19793,editor40164
a30770,s30770,j15617,editor40165
a84237,s84237,j16102,editor40166
a51073,s51073,j13352,editor40167
a33698,s33698,j13991,editor40168
a25623,s25623,j7575,editor40169
a23679,s23679,j9326,editor40170
a4989,s4989,j11683,editor40171
a56483,s56483,j7552,editor40172
a83619,s83619,j16919,editor40173
a9791,s9791,j16343,editor40174
a62446,s62446,j5559,editor40175
a105720,s105720,j2924,editor40176
a17552,s17552,j3243,editor40177
a83833,s83833,j9054,editor40178
a22498,s22498,j10086,editor40179
a12749,s12749,j14468,editor40180
a84608,s84608,j1757,editor40181
a82107,s82107,j12660,editor40182
a22108,s22108,j10441,editor40183
a56970,s56970,j9405,editor40184
a77771,s77771,j652,editor40185
a16085,s16085,j12067,editor40186
a33223,s33223,j14655,editor40187
a98197,s98197,j2791,editor40188
a59472,s59472,j13949,editor40189
a104623,s104623,j18325,editor40190
a20312,s20312,j12957,editor40191
a15537,s15537,j3886,editor40192
a99877,s99877,j5784,editor40193
a4330,s4330,j7755,editor40194
a98135,s98135,j16074,editor40195
a102469,s102469,j15905,editor40196
a57129,s57129,j14022,editor40197
a87678,s87678,j12581,editor40198
a26996,s26996,j19341,editor40199
a91243,s91243,j10060,editor40200
a2793,s2793,j19032,editor40201
a50178,s50178,j7799,editor40202
a34443,s34443,j544,editor40203
a93973,s93973,j11751,editor40204
a95675,s95675,j7911,editor40205
a104664,s104664,j2339,editor40206
a61268,s61268,j1806,editor40207
a58969,s58969,j12537,editor40208
a66229,s66229,j9641,editor40209
a69660,s69660,j4137,editor40210
a45075,s45075,j2438,editor40211
a33284,s33284,j12406,editor40212
a105387,s105387,j10107,editor40213
a98839,s98839,j14119,editor40214
a78143,s78143,j14507,editor40215
a75154,s75154,j18468,editor40216
a23839,s23839,j14558,editor40217
a11940,s11940,j2685,editor40218
a23151,s23151,j11353,editor40219
a47142,s47142,j9790,editor40220
a70758,s70758,j13795,editor40221
a30184,s30184,j3939,editor40222
a76802,s76802,j3755,editor40223
a30960,s30960,j11851,editor40224
a82425,s82425,j19052,editor40225
a35180,s35180,j4025,editor40226
a84714,s84714,j10649,editor40227
a92480,s92480,c212,chair737
a58138,s58138,j7747,editor40228
a40048,s40048,j5256,editor40229
a28974,s28974,j16575,editor40230
a28752,s28752,j7324,editor40231
a51266,s51266,j4689,editor40232
a95736,s95736,j10497,editor40233
a48006,s48006,j474,editor40234
a102155,s102155,j18910,editor40235
a99158,s99158,j7255,editor40236
a4769,s4769,j14054,editor40237
a18348,s18348,j16450,editor40238
a43783,s43783,j10400,editor40239
a72754,s72754,j5753,editor40240
a102415,s102415,j2306,editor40241
a94561,s94561,j16781,editor40242
a38312,s38312,j8926,editor40243
a97967,s97967,j591,editor40244
a27125,s27125,j11308,editor40245
a3115,s3115,j836,editor40246
a60182,s60182,j11976,editor40247
a19172,s19172,j2117,editor40248
a77874,s77874,j3847,editor40249
a91974,s91974,j3507,editor40250
a70439,s70439,j4299,editor40251
a77302,s77302,j12435,editor40252
a32767,s32767,j12684,editor40253
a4607,s4607,j4944,editor40254
a98811,s98811,j16585,editor40255
a100805,s100805,j6212,editor40256
a24361,s24361,j6522,editor40257
a84419,s84419,j1381,editor40258
a29176,s29176,j11328,editor40259
a13540,s13540,j12847,editor40260
a74856,s74856,j367,editor40261
a36286,s36286,j6283,editor40262
a13375,s13375,j15687,editor40263
a68051,s68051,j6448,editor40264
a31130,s31130,c219,chair738
a45685,s45685,j8844,editor40265
a41570,s41570,j19875,editor40266
a91592,s91592,c72,chair739
a47527,s47527,j11712,editor40267
a37492,s37492,j2532,editor40268
a98503,s98503,j19658,editor40269
a29860,s29860,j10455,editor40270
a42260,s42260,j15290,editor40271
a42217,s42217,j17252,editor40272
a3564,s3564,j3176,editor40273
a105065,s105065,j14376,editor40274
a53289,s53289,j6416,editor40275
a35003,s35003,j5585,editor40276
a73196,s73196,j4802,editor40277
a54413,s54413,j14995,editor40278
a92360,s92360,j14222,editor40279
a53840,s53840,j4737,editor40280
a74116,s74116,j9767,editor40281
a94309,s94309,j12269,editor40282
a66825,s66825,j597,editor40283
a102147,s102147,j732,editor40284
a65506,s65506,j10333,editor40285
a17731,s17731,j17402,editor40286
a68724,s68724,j12389,editor40287
a59822,s59822,j11610,editor40288
a5421,s5421,j3135,editor40289
a54178,s54178,j1799,editor40290
a94825,s94825,j3208,editor40291
a87127,s87127,j17639,editor40292
a1001,s1001,j16266,editor40293
a63998,s63998,j11026,editor40294
a68012,s68012,j10983,editor40295
a32457,s32457,j12416,editor40296
a45392,s45392,j10710,editor40297
a85622,s85622,j16259,editor40298
a34671,s34671,j2846,editor40299
a33155,s33155,j10076,editor40300
a25735,s25735,j160,editor40301
a23205,s23205,j12861,editor40302
a20576,s20576,j5298,editor40303
a7328,s7328,j15806,editor40304
a1710,s1710,j7523,editor40305
a101335,s101335,j9490,editor40306
a85332,s85332,j7221,editor40307
a14513,s14513,j3460,editor40308
a62991,s62991,j6314,editor40309
a14152,s14152,j6299,editor40310
a36686,s36686,j14401,editor40311
a23715,s23715,j5618,editor40312
a39014,s39014,j12681,editor40313
a96588,s96588,j11271,editor40314
a24876,s24876,j18001,editor40315
a53545,s53545,j7579,editor40316
a86689,s86689,j6690,editor40317
a84957,s84957,j8795,editor40318
a82560,s82560,j3570,editor40319
a96773,s96773,j16535,editor40320
a79727,s79727,j1467,editor40321
a57030,s57030,j627,editor40322
a82492,s82492,j4078,editor40323
a31503,s31503,j14093,editor40324
a105844,s105844,j18087,editor40325
a90409,s90409,j6092,editor40326
a22468,s22468,j5050,editor40327
a45141,s45141,j10777,editor40328
a6739,s6739,j6254,editor40329
a31526,s31526,j8985,editor40330
a94568,s94568,j12097,editor40331
a40384,s40384,j13367,editor40332
a45171,s45171,j11906,editor40333
a89583,s89583,j13675,editor40334
a12570,s12570,j6319,editor40335
a47517,s47517,j19238,editor40336
a9720,s9720,j6344,editor40337
a3021,s3021,j5234,editor40338
a10179,s10179,j1066,editor40339
a37172,s37172,j4747,editor40340
a84646,s84646,c140,chair740
a90156,s90156,j9470,editor40341
a50032,s50032,j9903,editor40342
a55404,s55404,j1108,editor40343
a70451,s70451,j11254,editor40344
a71364,s71364,j13523,editor40345
a65081,s65081,j19874,editor40346
a24484,s24484,j12540,editor40347
a59915,s59915,j7844,editor40348
a12958,s12958,j19911,editor40349
a64663,s64663,j3484,editor40350
a59644,s59644,j13076,editor40351
a92123,s92123,j7594,editor40352
a70752,s70752,j13510,editor40353
a81829,s81829,j1562,editor40354
a22515,s22515,j9288,editor40355
a7592,s7592,j13300,editor40356
a95600,s95600,j19721,editor40357
a14253,s14253,j8681,editor40358
a104103,s104103,j16337,editor40359
a70492,s70492,j4589,editor40360
a33323,s33323,j11757,editor40361
a42475,s42475,j714,editor40362
a80714,s80714,j17668,editor40363
a59370,s59370,j19710,editor40364
a27954,s27954,j18625,editor40365
a66390,s66390,j1658,editor40366
a87179,s87179,j19638,editor40367
a76100,s76100,j19886,editor40368
a61553,s61553,j5855,editor40369
a42413,s42413,j18188,editor40370
a32428,s32428,j2542,editor40371
a47154,s47154,j10539,editor40372
a104949,s104949,j8775,editor40373
a79661,s79661,j16854,editor40374
a4528,s4528,j10654,editor40375
a20345,s20345,j18546,editor40376
a24231,s24231,j1033,editor40377
a92598,s92598,j19200,editor40378
a8465,s8465,j12628,editor40379
a88119,s88119,j14813,editor40380
a28728,s28728,j14582,editor40381
a54750,s54750,j15787,editor40382
a84969,s84969,j12531,editor40383
a16008,s16008,j15795,editor40384
a17869,s17869,j19771,editor40385
a27433,s27433,j14695,editor40386
a85815,s85815,j1341,editor40387
a86550,s86550,j8862,editor40388
a77087,s77087,j12396,editor40389
a39977,s39977,j10896,editor40390
a53207,s53207,j6312,editor40391
a91981,s91981,j11371,editor40392
a37558,s37558,j2005,editor40393
a75556,s75556,j17915,editor40394
a34368,s34368,j3418,editor40395
a66744,s66744,j12107,editor40396
a90271,s90271,j3116,editor40397
a44154,s44154,j2241,editor40398
a100413,s100413,j18555,editor40399
a1034,s1034,j18454,editor40400
a53016,s53016,j2742,editor40401
a16769,s16769,c44,chair741
a51858,s51858,j5683,editor40402
a36367,s36367,j3115,editor40403
a69923,s69923,j15183,editor40404
a20663,s20663,j11028,editor40405
a261,s261,j15656,editor40406
a63679,s63679,j136,editor40407
a78045,s78045,j548,editor40408
a20518,s20518,j15767,editor40409
a58593,s58593,j16405,editor40410
a93088,s93088,j216,editor40411
a66690,s66690,j16052,editor40412
a79130,s79130,j15823,editor40413
a65175,s65175,j9168,editor40414
a63502,s63502,j8759,editor40415
a65423,s65423,j11661,editor40416
a53983,s53983,j2761,editor40417
a43588,s43588,j2112,editor40418
a2803,s2803,j14405,editor40419
a12480,s12480,j16747,editor40420
