journalID,journalRef,journal,year,volumeName,journalVID
j8730,2-s2.0-85174010452,Gastroenterology,2023,journal8730,jv8730
j8731,2-s2.0-85173737357,Nature Communications,2023,journal8731,jv8731
j8732,2-s2.0-85173727156,Mitigation and Adaptation Strategies for Global Change,2023,journal8732,jv8732
j8733,2-s2.0-85173619129,Signal Transduction and Targeted Therapy,2023,journal8733,jv8733
j8734,2-s2.0-85173981997,Neural Computing and Applications,2023,journal8734,jv8734
j8735,2-s2.0-85173839493,Nature Communications,2023,journal8735,jv8735
j8736,2-s2.0-85173608694,Measurement Science and Technology,2023,journal8736,jv8736
j8737,2-s2.0-85173774648,Building Simulation,2023,journal8737,jv8737
j8738,2-s2.0-85173626725,Computer Networks,2023,journal8738,jv8738
j8739,2-s2.0-85173687959,Journal of Materials in Civil Engineering,2023,journal8739,jv8739
j8740,2-s2.0-85173607642,Remote Sensing of Environment,2023,journal8740,jv8740
j8741,2-s2.0-85173885901,Atmospheric Research,2023,journal8741,jv8741
j8742,2-s2.0-85173890533,Acta Neurochirurgica,2023,journal8742,jv8742
j8743,2-s2.0-85173822009,Communications Earth and Environment,2023,journal8743,jv8743
j8744,2-s2.0-85173871199,Advanced Fiber Materials,2023,journal8744,jv8744
j8745,2-s2.0-85173466737,ChemPhysChem,2023,journal8745,jv8745
j8746,2-s2.0-85173718519,Scientific Reports,2023,journal8746,jv8746
j8747,2-s2.0-85173921700,Scientific Data,2023,journal8747,jv8747
j8748,2-s2.0-85173285610,Energy,2023,journal8748,jv8748
j8749,2-s2.0-85173946306,Journal of Translational Medicine,2023,journal8749,jv8749
j8750,2-s2.0-85173700952,Genome Biology,2023,journal8750,jv8750
j8751,2-s2.0-85173577840,Powder Technology,2023,journal8751,jv8751
j8752,2-s2.0-85173950874,Scientific Reports,2023,journal8752,jv8752
j8753,2-s2.0-85173675514,Protein and Cell,2023,journal8753,jv8753
j8754,2-s2.0-85173374265,IEEE Embedded Systems Letters,2023,journal8754,jv8754
j8755,2-s2.0-85173659988,Nature Communications,2023,journal8755,jv8755
j8756,2-s2.0-85173631570,Cybersecurity,2023,journal8756,jv8756
j8757,2-s2.0-85173822478,Theoretical and Applied Fracture Mechanics,2023,journal8757,jv8757
j8758,2-s2.0-85173328547,Journal of Transport Geography,2023,journal8758,jv8758
j8759,2-s2.0-85173250586,Transportation Research Part B: Methodological,2023,journal8759,jv8759
j8760,2-s2.0-85173558926,Engineering Structures,2023,journal8760,jv8760
j8761,2-s2.0-85173604909,Journal of Nanobiotechnology,2023,journal8761,jv8761
j8762,2-s2.0-85173535014,"Resources, Conservation and Recycling",2023,journal8762,jv8762
j8763,2-s2.0-85174064549,Nano Research,2023,journal8763,jv8763
j8764,2-s2.0-85173267338,Renewable and Sustainable Energy Reviews,2023,journal8764,jv8764
j8765,2-s2.0-85173609778,Sustainable Cities and Society,2023,journal8765,jv8765
j8766,2-s2.0-85173952720,Nature Astronomy,2023,journal8766,jv8766
j8767,2-s2.0-85173349196,Nature Communications,2023,journal8767,jv8767
j8768,2-s2.0-85173847480,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2023,journal8768,jv8768
j8769,2-s2.0-85173915162,Regional Environmental Change,2023,journal8769,jv8769
j8770,2-s2.0-85173840571,Journal of Materials in Civil Engineering,2023,journal8770,jv8770
j8771,2-s2.0-85174042345,Journal of Dermatology,2023,journal8771,jv8771
j8772,2-s2.0-85173616297,EPJ Quantum Technology,2023,journal8772,jv8772
j8773,2-s2.0-85173643454,Nature Communications,2023,journal8773,jv8773
j8774,2-s2.0-85174168013,Scientific Reports,2023,journal8774,jv8774
j8775,2-s2.0-85173813411,Humanities and Social Sciences Communications,2023,journal8775,jv8775
j8776,2-s2.0-85173579127,Nano Today,2023,journal8776,jv8776
j8777,2-s2.0-85173640181,Nature Communications,2023,journal8777,jv8777
j8778,2-s2.0-85173630588,Microsystems and Nanoengineering,2023,journal8778,jv8778
j8779,2-s2.0-85173606994,Automation in Construction,2023,journal8779,jv8779
j8780,2-s2.0-85173571520,Nano Energy,2023,journal8780,jv8780
j8781,2-s2.0-85173551675,Giant,2023,journal8781,jv8781
j8782,2-s2.0-85173900273,Thin-Walled Structures,2023,journal8782,jv8782
j8783,2-s2.0-85173963601,Geoenvironmental Disasters,2023,journal8783,jv8783
j8784,2-s2.0-85173888942,Nano Research,2023,journal8784,jv8784
j8785,2-s2.0-85173735324,"IET Radar, Sonar and Navigation",2023,journal8785,jv8785
j8786,2-s2.0-85173286596,International Journal of Applied Mechanics,2023,journal8786,jv8786
j8787,2-s2.0-85173654907,Nature Communications,2023,journal8787,jv8787
j8788,2-s2.0-85173633543,Scientific Data,2023,journal8788,jv8788
j8789,2-s2.0-85173606122,Materials Today Nano,2023,journal8789,jv8789
j8790,2-s2.0-85173273676,Thin-Walled Structures,2023,journal8790,jv8790
j8791,2-s2.0-85174160388,Journal for Nature Conservation,2023,journal8791,jv8791
j8792,2-s2.0-85173648768,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part A: Civil Engineering",2023,journal8792,jv8792
j8793,2-s2.0-85173736919,Virtual Reality,2023,journal8793,jv8793
j8794,2-s2.0-85173623757,Thin-Walled Structures,2023,journal8794,jv8794
j8795,2-s2.0-85173999749,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2023,journal8795,jv8795
j8796,2-s2.0-85173880091,Basic Research in Cardiology,2023,journal8796,jv8796
j8797,2-s2.0-85173819293,Cleaner Environmental Systems,2023,journal8797,jv8797
j8798,2-s2.0-85173243416,Renewable Energy,2023,journal8798,jv8798
j8799,2-s2.0-85173747401,Cell Discovery,2023,journal8799,jv8799
j8800,2-s2.0-85172334374,BMC Biology,2023,journal8800,jv8800
j8801,2-s2.0-85172381248,Cell Discovery,2023,journal8801,jv8801
j8802,2-s2.0-85173062752,Environmental Research,2023,journal8802,jv8802
j8803,2-s2.0-85173064892,Environmental Modelling and Software,2023,journal8803,jv8803
j8804,2-s2.0-85172155981,Geoenergy Science and Engineering,2023,journal8804,jv8804
j8805,2-s2.0-85172395003,Sports Medicine - Open,2023,journal8805,jv8805
j8806,2-s2.0-85172217990,International Journal of Electrical and Computer Engineering,2023,journal8806,jv8806
j8807,2-s2.0-85173131857,International Journal of Sediment Research,2023,journal8807,jv8807
j8808,2-s2.0-85172225402,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2023,journal8808,jv8808
j8809,2-s2.0-85173139972,Trends in Neurosciences,2023,journal8809,jv8809
j8810,2-s2.0-85172304972,Nature Communications,2023,journal8810,jv8810
j8811,2-s2.0-85173031744,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,journal8811,jv8811
j8812,2-s2.0-85172767991,Ceramics International,2023,journal8812,jv8812
j8813,2-s2.0-85173240725,Computers and Geotechnics,2023,journal8813,jv8813
j8814,2-s2.0-85173237962,Renewable Energy,2023,journal8814,jv8814
j8815,2-s2.0-85172022144,Environmental Research,2023,journal8815,jv8815
j8816,2-s2.0-85173112424,Nature Communications,2023,journal8816,jv8816
j8817,2-s2.0-85173036761,Environmental Research,2023,journal8817,jv8817
j8818,2-s2.0-85173031074,Urban Rail Transit,2023,journal8818,jv8818
j8819,2-s2.0-85172688336,Safety Science,2023,journal8819,jv8819
j8820,2-s2.0-85173162540,Ceramics International,2023,journal8820,jv8820
j8821,2-s2.0-85172911114,Environmental Research,2023,journal8821,jv8821
j8822,2-s2.0-85173032000,IEEE Journal of Solid-State Circuits,2023,journal8822,jv8822
j8823,2-s2.0-85172252975,International Journal of Electrical and Computer Engineering,2023,journal8823,jv8823
j8824,2-s2.0-85173055644,IEEE Wireless Communications Letters,2023,journal8824,jv8824
j8825,2-s2.0-85172420954,Reliability Engineering and System Safety,2023,journal8825,jv8825
j8826,2-s2.0-85172028210,Ceramics International,2023,journal8826,jv8826
j8827,2-s2.0-85173162028,Energy Conversion and Management,2023,journal8827,jv8827
j8828,2-s2.0-85173030226,Solar Energy Materials and Solar Cells,2023,journal8828,jv8828
j8829,2-s2.0-85172993969,IEEE Photonics Journal,2023,journal8829,jv8829
j8830,2-s2.0-85172479789,Applied Surface Science,2023,journal8830,jv8830
j8831,2-s2.0-85173027130,Journal of Geometry and Physics,2023,journal8831,jv8831
j8832,2-s2.0-85172001203,Nano Energy,2023,journal8832,jv8832
j8833,2-s2.0-85172732761,Construction and Building Materials,2023,journal8833,jv8833
j8834,2-s2.0-85173176820,Energy,2023,journal8834,jv8834
j8835,2-s2.0-85173156818,Computers and Geotechnics,2023,journal8835,jv8835
j8836,2-s2.0-85172315843,Mechanical Systems and Signal Processing,2023,journal8836,jv8836
j8837,2-s2.0-85173139837,Nature Communications,2023,journal8837,jv8837
j8838,2-s2.0-85172662979,Combustion and Flame,2023,journal8838,jv8838
j8839,2-s2.0-85172825263,Scientific Reports,2023,journal8839,jv8839
j8840,2-s2.0-85172906854,Journal of Environmental Chemical Engineering,2023,journal8840,jv8840
j8841,2-s2.0-85172376580,Materials Science and Engineering: B,2023,journal8841,jv8841
j8842,2-s2.0-85173024096,Nature Communications,2023,journal8842,jv8842
j8843,2-s2.0-85173066132,Advances in Mathematics,2023,journal8843,jv8843
j8844,2-s2.0-85172920100,Journal of the Mechanics and Physics of Solids,2023,journal8844,jv8844
j8845,2-s2.0-85173215964,Energy,2023,journal8845,jv8845
j8846,2-s2.0-85173052814,Nanomanufacturing and Metrology,2023,journal8846,jv8846
j8847,2-s2.0-85173041484,Nature Communications,2023,journal8847,jv8847
j8848,2-s2.0-85173132752,Fire Safety Journal,2023,journal8848,jv8848
j8849,2-s2.0-85172875117,Ceramics International,2023,journal8849,jv8849
j8850,2-s2.0-85173029212,Chemosphere,2023,journal8850,jv8850
j8851,2-s2.0-85172689867,Construction and Building Materials,2023,journal8851,jv8851
j8852,2-s2.0-85173187900,Engineering Structures,2023,journal8852,jv8852
j8853,2-s2.0-85172369317,Journal of Energy Chemistry,2023,journal8853,jv8853
j8854,2-s2.0-85172172397,Nature Communications,2023,journal8854,jv8854
j8855,2-s2.0-85172132144,BMC Cancer,2023,journal8855,jv8855
j8856,2-s2.0-85172347497,Yantu Gongcheng Xuebao/Chinese Journal of Geotechnical Engineering ,2023,journal8856,jv8856
j8857,2-s2.0-85173154651,Sustainable Cities and Society,2023,journal8857,jv8857
j8858,2-s2.0-85172985295,Renewable and Sustainable Energy Reviews,2023,journal8858,jv8858
j8859,2-s2.0-85173000221,Journal of Hydrology,2023,journal8859,jv8859
j8860,2-s2.0-85173184982,Computers and Mathematics with Applications,2023,journal8860,jv8860
j8861,2-s2.0-85172441703,Applied Surface Science,2023,journal8861,jv8861
j8862,2-s2.0-85172169657,InfoMat,2023,journal8862,jv8862
j8863,2-s2.0-85172660654,Renewable Energy,2023,journal8863,jv8863
j8864,2-s2.0-85172149405,Finance Research Letters,2023,journal8864,jv8864
j8865,2-s2.0-85172869103,Journal of the Energy Institute,2023,journal8865,jv8865
j8866,2-s2.0-85172696150,Landscape and Urban Planning,2023,journal8866,jv8866
j8867,2-s2.0-85172682309,Computers and Structures,2023,journal8867,jv8867
j8868,2-s2.0-85172737526,Acta Materialia,2023,journal8868,jv8868
j8869,2-s2.0-85173050219,Journal of the Mechanics and Physics of Solids,2023,journal8869,jv8869
j8870,2-s2.0-85172301534,Cities,2023,journal8870,jv8870
j8871,2-s2.0-85172096066,Nature Communications,2023,journal8871,jv8871
j8872,2-s2.0-85172393312,Robotics and Autonomous Systems,2023,journal8872,jv8872
j8873,2-s2.0-85173184578,Computers and Geotechnics,2023,journal8873,jv8873
j8874,2-s2.0-85172184021,Optical Fiber Technology,2023,journal8874,jv8874
j8875,2-s2.0-85173176317,Construction and Building Materials,2023,journal8875,jv8875
j8876,2-s2.0-85173083705,IEEE Transactions on Power Delivery,2023,journal8876,jv8876
j8877,2-s2.0-85172180104,Fire Safety Journal,2023,journal8877,jv8877
j8878,2-s2.0-85172253347,Environmental Research,2023,journal8878,jv8878
j8879,2-s2.0-85173117053,Journal of Cancer Research and Clinical Oncology,2023,journal8879,jv8879
j8880,2-s2.0-85173232658,Tunnelling and Underground Space Technology,2023,journal8880,jv8880
j8881,2-s2.0-85173213586,Materials Today Communications,2023,journal8881,jv8881
j8882,2-s2.0-85172338191,Information Retrieval Journal,2023,journal8882,jv8882
j8883,2-s2.0-85173061170,Nature Communications,2023,journal8883,jv8883
j8884,2-s2.0-85173225694,Swarm and Evolutionary Computation,2023,journal8884,jv8884
j8885,2-s2.0-85173083204,Mechanical Systems and Signal Processing,2023,journal8885,jv8885
j8886,2-s2.0-85172469677,Advanced Electronic Materials,2023,journal8886,jv8886
j8887,2-s2.0-85172767416,The Lancet Regional Health - Western Pacific,2023,journal8887,jv8887
j8888,2-s2.0-85172877266,Applied Intelligence,2023,journal8888,jv8888
j8889,2-s2.0-85173024296,Chemosphere,2023,journal8889,jv8889
j8890,2-s2.0-85172936840,Environmental Research,2023,journal8890,jv8890
j8891,2-s2.0-85173131070,Renewable and Sustainable Energy Reviews,2023,journal8891,jv8891
j8892,2-s2.0-85173021972,Scientific Reports,2023,journal8892,jv8892
j8893,2-s2.0-85172235091,Tunnelling and Underground Space Technology,2023,journal8893,jv8893
j8894,2-s2.0-85173017886,IEEE Transactions on Antennas and Propagation,2023,journal8894,jv8894
j8895,2-s2.0-85173189240,Thin-Walled Structures,2023,journal8895,jv8895
j8896,2-s2.0-85172262725,International Journal of Electrical and Computer Engineering,2023,journal8896,jv8896
j8897,2-s2.0-85173040118,Computers and Mathematics with Applications,2023,journal8897,jv8897
j8898,2-s2.0-85172120473,BMC Musculoskeletal Disorders,2023,journal8898,jv8898
j8899,2-s2.0-85172272241,Building Simulation,2023,journal8899,jv8899
j8900,2-s2.0-85171795740,Journal of Environmental Management,2023,journal8900,jv8900
j8901,2-s2.0-85171613005,Jianzhu Jiegou Xuebao/Journal of Building Structures,2023,journal8901,jv8901
j8902,2-s2.0-85171740870,Surface and Interface Analysis,2023,journal8902,jv8902
j8903,2-s2.0-85171592453,Nuclear Engineering and Technology,2023,journal8903,jv8903
j8904,2-s2.0-85171379748,Journal of Constructional Steel Research,2023,journal8904,jv8904
j8905,2-s2.0-85171759254,Materials Science and Engineering: B,2023,journal8905,jv8905
j8906,2-s2.0-85171328844,Scientific Reports,2023,journal8906,jv8906
j8907,2-s2.0-85171386833,Soil Dynamics and Earthquake Engineering,2023,journal8907,jv8907
j8908,2-s2.0-85171776430,Engineering Structures,2023,journal8908,jv8908
j8909,2-s2.0-85171811644,BMC Cancer,2023,journal8909,jv8909
j8910,2-s2.0-85171583592,IEEE Transactions on Power Electronics,2023,journal8910,jv8910
j8911,2-s2.0-85171383582,Nature Communications,2023,journal8911,jv8911
j8912,2-s2.0-85171859767,Nature Communications,2023,journal8912,jv8912
j8913,2-s2.0-85171200096,BMC Surgery,2023,journal8913,jv8913
j8914,2-s2.0-85171731509,Computers and Security,2023,journal8914,jv8914
j8915,2-s2.0-85171835172,Microsystems and Nanoengineering,2023,journal8915,jv8915
j8916,2-s2.0-85171567652,Computers and Geotechnics,2023,journal8916,jv8916
j8917,2-s2.0-85171894402,npj Computational Materials,2023,journal8917,jv8917
j8918,2-s2.0-85171777990,Composites Part A: Applied Science and Manufacturing,2023,journal8918,jv8918
j8919,2-s2.0-85171389838,Biosensors and Bioelectronics,2023,journal8919,jv8919
j8920,2-s2.0-85171877408,Nature Communications,2023,journal8920,jv8920
j8921,2-s2.0-85171578971,China Economic Review,2023,journal8921,jv8921
j8922,2-s2.0-85171990800,Nature Communications,2023,journal8922,jv8922
j8923,2-s2.0-85171616657,Materials Today Communications,2023,journal8923,jv8923
j8924,2-s2.0-85171446898,Journal of Energy Chemistry,2023,journal8924,jv8924
j8925,2-s2.0-85171533222,IEEE Transactions on Power Delivery,2023,journal8925,jv8925
j8926,2-s2.0-85171367509,Nature Communications,2023,journal8926,jv8926
j8927,2-s2.0-85171464485,Developments in the Built Environment,2023,journal8927,jv8927
j8928,2-s2.0-85171611366,Tunnelling and Underground Space Technology,2023,journal8928,jv8928
j8929,2-s2.0-85171973507,Powder Technology,2023,journal8929,jv8929
j8930,2-s2.0-85171890165,Scientific Reports,2023,journal8930,jv8930
j8931,2-s2.0-85171975259,Review of Economic Dynamics,2023,journal8931,jv8931
j8932,2-s2.0-85171545777,Catena,2023,journal8932,jv8932
j8933,2-s2.0-85171540640,IEEE Transactions on Medical Imaging,2023,journal8933,jv8933
j8934,2-s2.0-85171481212,Transplant Immunology,2023,journal8934,jv8934
j8935,2-s2.0-85171462978,Journal of Energy Chemistry,2023,journal8935,jv8935
j8936,2-s2.0-85171845676,Journal of Magnetism and Magnetic Materials,2023,journal8936,jv8936
j8937,2-s2.0-85171596634,IEEE Journal of Solid-State Circuits,2023,journal8937,jv8937
j8938,2-s2.0-85171384238,Satellite Navigation,2023,journal8938,jv8938
j8939,2-s2.0-85171368204,International Journal of Pressure Vessels and Piping,2023,journal8939,jv8939
j8940,2-s2.0-85171534940,Journal of Energy Chemistry,2023,journal8940,jv8940
j8941,2-s2.0-85171361151,International Journal of Coal Science and Technology,2023,journal8941,jv8941
j8942,2-s2.0-85171780499,Accident Analysis and Prevention,2023,journal8942,jv8942
j8943,2-s2.0-85171980966,Journal of Safety Research,2023,journal8943,jv8943
j8944,2-s2.0-85171590660,Soil Dynamics and Earthquake Engineering,2023,journal8944,jv8944
j8945,2-s2.0-85171792599,IEEE Journal of Emerging and Selected Topics in Power Electronics,2023,journal8945,jv8945
j8946,2-s2.0-85171469351,Powder Technology,2023,journal8946,jv8946
j8947,2-s2.0-85171765290,Journal of Manufacturing Systems,2023,journal8947,jv8947
j8948,2-s2.0-85171803136,Separation and Purification Technology,2023,journal8948,jv8948
j8949,2-s2.0-85171375905,Journal of Supercritical Fluids,2023,journal8949,jv8949
j8950,2-s2.0-85171324316,International Journal of Refractory Metals and Hard Materials,2023,journal8950,jv8950
j8951,2-s2.0-85171336941,Computers and Education,2023,journal8951,jv8951
j8952,2-s2.0-85171404040,Nature Communications,2023,journal8952,jv8952
j8953,2-s2.0-85171891500,Journal of Translational Medicine,2023,journal8953,jv8953
j8954,2-s2.0-85171415570,Artificial Intelligence in the Life Sciences,2023,journal8954,jv8954
j8955,2-s2.0-85171772775,Renewable Energy,2023,journal8955,jv8955
j8956,2-s2.0-85171345529,Computer Methods in Applied Mechanics and Engineering,2023,journal8956,jv8956
j8957,2-s2.0-85171418033,BMC Psychiatry,2023,journal8957,jv8957
j8958,2-s2.0-85171342538,Journal of Constructional Steel Research,2023,journal8958,jv8958
j8959,2-s2.0-85171766393,Journal of Environmental Management,2023,journal8959,jv8959
j8960,2-s2.0-85171547623,IEEE Transactions on Medical Imaging,2023,journal8960,jv8960
j8961,2-s2.0-85171550908,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,journal8961,jv8961
j8962,2-s2.0-85171734546,Tunnelling and Underground Space Technology,2023,journal8962,jv8962
j8963,2-s2.0-85171731313,Remote Sensing of Environment,2023,journal8963,jv8963
j8964,2-s2.0-85171438105,Humanities and Social Sciences Communications,2023,journal8964,jv8964
j8965,2-s2.0-85171992048,npj Vaccines,2023,journal8965,jv8965
j8966,2-s2.0-85171861275,Electric Power Systems Research,2023,journal8966,jv8966
j8967,2-s2.0-85171643158,Current Clinical Microbiology Reports,2023,journal8967,jv8967
j8968,2-s2.0-85171745303,Expert Systems,2023,journal8968,jv8968
j8969,2-s2.0-85171898249,Scientific Reports,2023,journal8969,jv8969
j8970,2-s2.0-85171372459,Journal of Hydrology: Regional Studies,2023,journal8970,jv8970
j8971,2-s2.0-85171201731,Pacific Basin Finance Journal,2023,journal8971,jv8971
j8972,2-s2.0-85171659826,Journal of Ovarian Research,2023,journal8972,jv8972
j8973,2-s2.0-85171372211,Nature Communications,2023,journal8973,jv8973
j8974,2-s2.0-85171636105,Chinese Chemical Letters,2023,journal8974,jv8974
j8975,2-s2.0-85171559170,IEEE Transactions on Aerospace and Electronic Systems,2023,journal8975,jv8975
j8976,2-s2.0-85171674786,Applied Energy,2023,journal8976,jv8976
j8977,2-s2.0-85171756405,Journal of Catalysis,2023,journal8977,jv8977
j8978,2-s2.0-85171352805,Journal of Energy Chemistry,2023,journal8978,jv8978
j8979,2-s2.0-85171529163,Computers and Geotechnics,2023,journal8979,jv8979
j8980,2-s2.0-85171751593,Materials Today Communications,2023,journal8980,jv8980
j8981,2-s2.0-85171347188,Journal of Systems and Software,2023,journal8981,jv8981
j8982,2-s2.0-85171645666,Structural Concrete,2023,journal8982,jv8982
j8983,2-s2.0-85171480738,Renewable Energy,2023,journal8983,jv8983
j8984,2-s2.0-85171389740,Renewable Energy,2023,journal8984,jv8984
j8985,2-s2.0-85171340776,Atmospheric Environment,2023,journal8985,jv8985
j8986,2-s2.0-85171653177,Ceramics International,2023,journal8986,jv8986
j8987,2-s2.0-85171598597,Journal of Water Process Engineering,2023,journal8987,jv8987
j8988,2-s2.0-85171557283,Nuclear Engineering and Design,2023,journal8988,jv8988
j8989,2-s2.0-85171970690,Nature Communications,2023,journal8989,jv8989
j8990,2-s2.0-85171692062,Chinese Chemical Letters,2023,journal8990,jv8990
j8991,2-s2.0-85171627069,Reliability Engineering and System Safety,2023,journal8991,jv8991
j8992,2-s2.0-85171800507,Cold Regions Science and Technology,2023,journal8992,jv8992
j8993,2-s2.0-85171334703,Nature Communications,2023,journal8993,jv8993
j8994,2-s2.0-85171572499,International Journal of Biological Macromolecules,2023,journal8994,jv8994
j8995,2-s2.0-85171849268,Nature Communications,2023,journal8995,jv8995
j8996,2-s2.0-85171629002,Safety Science,2023,journal8996,jv8996
j8997,2-s2.0-85171999135,Atmospheric Pollution Research,2023,journal8997,jv8997
j8998,2-s2.0-85171369621,Journal of Constructional Steel Research,2023,journal8998,jv8998
j8999,2-s2.0-85171624994,Sustainable Cities and Society,2023,journal8999,jv8999
j9000,2-s2.0-85169978233,Nature Communications,2023,journal9000,jv9000
j9001,2-s2.0-85170642154,"Journal of Applied Mechanics, Transactions ASME",2023,journal9001,jv9001
j9002,2-s2.0-85170573290,Optical Fiber Technology,2023,journal9002,jv9002
j9003,2-s2.0-85170426690,Applied Energy,2023,journal9003,jv9003
j9004,2-s2.0-85169890231,Communications Earth and Environment,2023,journal9004,jv9004
j9005,2-s2.0-85170389865,Cell Discovery,2023,journal9005,jv9005
j9006,2-s2.0-85171153585,Environmental Research,2023,journal9006,jv9006
j9007,2-s2.0-85169819778,Sustainable Cities and Society,2023,journal9007,jv9007
j9008,2-s2.0-85170644170,Vacuum,2023,journal9008,jv9008
j9009,2-s2.0-85169879713,Nuclear Engineering and Design,2023,journal9009,jv9009
j9010,2-s2.0-85171023525,Measurement Science and Technology,2023,journal9010,jv9010
j9011,2-s2.0-85170699694,Vascular Pharmacology,2023,journal9011,jv9011
j9012,2-s2.0-85169977657,Sustainable Cities and Society,2023,journal9012,jv9012
j9013,2-s2.0-85170826643,Big Data Mining and Analytics,2023,journal9013,jv9013
j9014,2-s2.0-85170700893,Reviews of Environmental Contamination and Toxicology,2023,journal9014,jv9014
j9015,2-s2.0-85169912998,Information Fusion,2023,journal9015,jv9015
j9016,2-s2.0-85169926886,International Journal of Electrical Power and Energy Systems,2023,journal9016,jv9016
j9017,2-s2.0-85170036483,Inflammation,2023,journal9017,jv9017
j9018,2-s2.0-85171192329,Humanities and Social Sciences Communications,2023,journal9018,jv9018
j9019,2-s2.0-85169878612,Heritage Science,2023,journal9019,jv9019
j9020,2-s2.0-85170405343,Results in Engineering,2023,journal9020,jv9020
j9021,2-s2.0-85169998748,Nature Communications,2023,journal9021,jv9021
j9022,2-s2.0-85169797420,Cluster Computing,2023,journal9022,jv9022
j9023,2-s2.0-85170660765,BMC Cancer,2023,journal9023,jv9023
j9024,2-s2.0-85170851606,Nature Communications,2023,journal9024,jv9024
j9025,2-s2.0-85171129630,Big Data Mining and Analytics,2023,journal9025,jv9025
j9026,2-s2.0-85170639270,Powder Technology,2023,journal9026,jv9026
j9027,2-s2.0-85169808414,npj Climate and Atmospheric Science,2023,journal9027,jv9027
j9028,2-s2.0-85171129878,Big Data Mining and Analytics,2023,journal9028,jv9028
j9029,2-s2.0-85170564833,Nature Communications,2023,journal9029,jv9029
j9030,2-s2.0-85170642259,Synthetic and Systems Biotechnology,2023,journal9030,jv9030
j9031,2-s2.0-85170561965,Polymer Composites,2023,journal9031,jv9031
j9032,2-s2.0-85170640355,Soil Dynamics and Earthquake Engineering,2023,journal9032,jv9032
j9033,2-s2.0-85171135419,Big Data Mining and Analytics,2023,journal9033,jv9033
j9034,2-s2.0-85170708862,Biometrics,2023,journal9034,jv9034
j9035,2-s2.0-85170034986,Nano Research,2023,journal9035,jv9035
j9036,2-s2.0-85171155991,Nano Energy,2023,journal9036,jv9036
j9037,2-s2.0-85170081936,Journal of Cancer Education,2023,journal9037,jv9037
j9038,2-s2.0-85170383737,Trials,2023,journal9038,jv9038
j9039,2-s2.0-85169884889,Advanced Functional Materials,2023,journal9039,jv9039
j9040,2-s2.0-85169880838,Applied Mathematical Modelling,2023,journal9040,jv9040
j9041,2-s2.0-85170067025,Coordination Chemistry Reviews,2023,journal9041,jv9041
j9042,2-s2.0-85169793128,Nuclear Engineering and Design,2023,journal9042,jv9042
j9043,2-s2.0-85170700999,Clinical Cardiology,2023,journal9043,jv9043
j9044,2-s2.0-85170089948,Materials Futures,2023,journal9044,jv9044
j9045,2-s2.0-85171161593,Social Network Analysis and Mining,2023,journal9045,jv9045
j9046,2-s2.0-85169827493,Materials Today Nano,2023,journal9046,jv9046
j9047,2-s2.0-85169998840,Nature Communications,2023,journal9047,jv9047
j9048,2-s2.0-85169932093,Renewable Energy,2023,journal9048,jv9048
j9049,2-s2.0-85170043587,Machine Learning,2023,journal9049,jv9049
j9050,2-s2.0-85171148236,Progress in Artificial Intelligence,2023,journal9050,jv9050
j9051,2-s2.0-85170531331,IEEE Transactions on Parallel and Distributed Systems,2023,journal9051,jv9051
j9052,2-s2.0-85170362184,Nature Structural and Molecular Biology,2023,journal9052,jv9052
j9053,2-s2.0-85170412889,Sustainable Cities and Society,2023,journal9053,jv9053
j9054,2-s2.0-85169766718,Nature Communications,2023,journal9054,jv9054
j9055,2-s2.0-85169788867,Journal of Rock Mechanics and Geotechnical Engineering,2023,journal9055,jv9055
j9056,2-s2.0-85169784029,Applied Surface Science,2023,journal9056,jv9056
j9057,2-s2.0-85170688873,Tribology Letters,2023,journal9057,jv9057
j9058,2-s2.0-85171147261,Applied Energy,2023,journal9058,jv9058
j9059,2-s2.0-85170355802,MRS Communications,2023,journal9059,jv9059
j9060,2-s2.0-85171187279,Nature Communications,2023,journal9060,jv9060
j9061,2-s2.0-85170711224,Biotechnology and Bioengineering,2023,journal9061,jv9061
j9062,2-s2.0-85170432545,Applied Energy,2023,journal9062,jv9062
j9063,2-s2.0-85170434200,Journal of Constructional Steel Research,2023,journal9063,jv9063
j9064,2-s2.0-85171164714,Big Data Mining and Analytics,2023,journal9064,jv9064
j9065,2-s2.0-85170648869,Computers and Geotechnics,2023,journal9065,jv9065
j9066,2-s2.0-85170099675,Materials Today Nano,2023,journal9066,jv9066
j9067,2-s2.0-85171136517,Nano Research,2023,journal9067,jv9067
j9068,2-s2.0-85169762984,Nature Communications,2023,journal9068,jv9068
j9069,2-s2.0-85170111527,Information Systems Research,2023,journal9069,jv9069
j9070,2-s2.0-85171183100,Big Data Mining and Analytics,2023,journal9070,jv9070
j9071,2-s2.0-85170544086,Chinese Neurosurgical Journal,2023,journal9071,jv9071
j9072,2-s2.0-85170200388,Finance Research Letters,2023,journal9072,jv9072
